Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN,admin_area,country,ubicacion_aproximada,query_address,lon,lat
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Banco del Pacífico,BANECUADOR,BANECUADOR,BNF-CAMILO PONCE ENRIQUEZ,BANCA PÚBLICA,24 DE ENERO ENTRE RIO 7 Y 3 DE NOVIEMBRE,AZUAY,EC,FALSE,"24 DE ENERO ENTRE RIO 7 Y 3 DE NOVIEMBRE, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.74744400000002,-3.059778
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO JARDIN AZUAYO,COOPERATIVA DE AHORRO Y CREDITO JARDIN AZUAYO,Ponce Enriquez,COAC,CALLE 24 DE ENERO ENTRE JUAN MALDONADO,AZUAY,EC,FALSE,"CALLE 24 DE ENERO ENTRE JUAN MALDONADO, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO ONCE DE JUNIO,COOPERATIVA DE AHORRO Y CREDITO ONCE DE JUNIO,PONCE ENRIQUEZ,COAC,24 DE ENERO Y JUAN MALDONADO,AZUAY,EC,FALSE,"24 DE ENERO Y JUAN MALDONADO, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7234917,-3.0470542
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,COOPERATIVA DE AHORRO Y CREDITO SANTA ROSA,COOPERATIVA DE AHORRO Y CREDITO SANTA ROSA,AGENCIA CAMILO PONCE,COAC,FRANCISCO VIDAL Y 28 DE MARZO FRENTE A LA FISCALIA,AZUAY,EC,FALSE,"FRANCISCO VIDAL Y 28 DE MARZO FRENTE A LA FISCALIA, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO PICHINCHA,BORJA LLIVICHUZHCA ALEX RODRIGO,TIENDA ANAHI,CNB,VIA PRINCIPAL DE INGRESO A TENGUEL,AZUAY,EC,TRUE,"CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO PICHINCHA,BARROS BERMEO CINTHYA MARIA,JELOCITA,CNB,RCTO. SAN ALFONSO,AZUAY,EC,FALSE,"RCTO. SAN ALFONSO, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7407475,-3.0296999
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO PICHINCHA,RAMIREZ MACAS IVIS ALEXANDRA,CNB BAZAR Y NOVEDADES ARIEL,CNB,VIA PRINCIPAL VIA ZHUMIRAL,AZUAY,EC,FALSE,"VIA PRINCIPAL VIA ZHUMIRAL, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,TORRES TORRES ANITA DEL LOURDES,CNB EL CHAPUNET,CNB,BARRIO EL CISNE VIA A LAS MINAS E/ LA ESCUELA Y LA IGLESIA,AZUAY,EC,FALSE,"BARRIO EL CISNE VIA A LAS MINAS E/ LA ESCUELA Y LA IGLESIA, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,PACCHA MEDINA LUIS ANGEL,Cabinas Porta Paccha,CNB,CALLE LOJA ENTRE PICHINCHA Y MANABI,AZUAY,EC,TRUE,"CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,MARTINEZ OBANDO AURA CENAIDA,ABARROTES MARTINEZ,CNB,CALLE JULIO MORENO KM 11 RCTO SAN GABRIE,AZUAY,EC,FALSE,"CALLE JULIO MORENO KM 11 RCTO SAN GABRIE, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,ZHICAY ULLOA JONNATHAN ENRIQUE,DE CLICK SERVICE 2,CNB,28 DE MARZO Y PANAMERICANA DEBAJO DE LA,AZUAY,EC,FALSE,"28 DE MARZO Y PANAMERICANA DEBAJO DE LA, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,ZHICAY ULLOA JONNATHAN ENRIQUE,DE CLICK SERVICE,CNB,28 DE MARZO Y PANAMERICANA ABAJO DE LA N,AZUAY,EC,FALSE,"28 DE MARZO Y PANAMERICANA ABAJO DE LA N, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,GUERRERO MENDIETA TANYA RUTH,CYBER COMPU SERVICIOS,CNB,SECTOR EL MANATIAL DIAGONAL COOP.11 DE J,AZUAY,EC,FALSE,"SECTOR EL MANATIAL DIAGONAL COOP.11 DE J, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,GUZMAN PLACENCIA ROSA TARGELIA,CYBER MANIA.NET,CNB,BARRIO 29 DE ABRIL,AZUAY,EC,FALSE,"BARRIO 29 DE ABRIL, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.67266320000002,-3.0673439
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,ZAMBRANO MENDOZA FRANCISCO NEPTALI,FARMACIA PASTEUR,CNB,Av. Quito y Av Tsachila,AZUAY,EC,TRUE,"CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,AREVALO CELI FANNY PETRONILA,REBELU,CNB,B. LA FLORIDA Y SIN CALLE FRENTE AL PARQ,AZUAY,EC,TRUE,"CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,CABRERA FAJARDO SIXTO BENJAMIN,MULTINEGOCIO CABRERA,CNB,BARRIO 3 DE NOVIEMBRE Y SIN CALLE,AZUAY,EC,FALSE,"BARRIO 3 DE NOVIEMBRE Y SIN CALLE, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7474115,-3.0623917
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,RODRIGUEZ RODRIGUEZ YULY ARIANA,NOVICYBER YULIETH,CNB,BARROS ARIAS ELOY Y HUMBERTO CARRION,AZUAY,EC,FALSE,"BARROS ARIAS ELOY Y HUMBERTO CARRION, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7455555,-3.0608439
1,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,BANRED,BANCO DE GUAYAQUIL,ROBLEZ TORRES MARIANA DE JESUS,CYBERT YANBAL,CNB,CORNELIO CORONEL 0 BELLA RICA,AZUAY,EC,FALSE,"CORNELIO CORONEL 0 BELLA RICA, CAMILO PONCE ENRIQUEZ, CAMILO PONCE ENRIQUEZ",-79.7441844,-3.06136
1,AZUAY,CHORDELEG,CHORDELEG,BANRED,BANCO PICHINCHA,RODAS SANCHEZ CESAR AGUSTIN,COMERCIAL RODAS E HIJOS,CNB,JUAN BAUTISTA COBOS,AZUAY,EC,FALSE,"JUAN BAUTISTA COBOS, CHORDELEG, CHORDELEG",-78.7757355,-2.9226884
1,AZUAY,CHORDELEG,CHORDELEG,BANRED,BANCO PICHINCHA,VASQUEZ PERALTA JORGE ANDRES,FARMACIA CRUZ AZUL LA GLORIETA,CNB,JUAN BAUTISTA COBOS,AZUAY,EC,FALSE,"JUAN BAUTISTA COBOS, CHORDELEG, CHORDELEG",-78.7757355,-2.9226884
1,AZUAY,CHORDELEG,CHORDELEG,BANRED,BANCO PICHINCHA,ALVAREZ ZUNIGA CRISTIAN JEOVANNY,CNB CHINO MUSIC,CNB,GUAYAQUIL,AZUAY,EC,FALSE,"GUAYAQUIL, CHORDELEG, CHORDELEG",-78.7747265,-2.9225486
1,AZUAY,CHORDELEG,CHORDELEG,BANRED,BANCO DE GUAYAQUIL,RODAS PARRA ERIKA DAYANA,COMERCIAL RODAS,CNB,JUAN BAUTISTA COBOS Y 4 DE OCTUBRE,AZUAY,EC,FALSE,"JUAN BAUTISTA COBOS Y 4 DE OCTUBRE, CHORDELEG, CHORDELEG",-78.7764981,-2.9239809
1,AZUAY,CHORDELEG,CHORDELEG,BANRED,BANCO DE GUAYAQUIL,CORONEL RODRIGUEZ ROSA ORFELINA,TIENDA Y BAZAR DE MONKEY,CNB,4 DE OCTUBRE Y GUAYAQUIL AL LADO DE MERC,AZUAY,EC,TRUE,"CHORDELEG, CHORDELEG",-78.7787889,-2.9280917
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,VERA PESANTEZ MARIANA DE JESUS,LAS CABINAS,CNB,VÍA A NARANCAY,AZUAY,EC,FALSE,"VÍA A NARANCAY, BAÑOS, CUENCA",-79.05425149999999,-2.9295023
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,DUCHI SANCHEZ ROSA EMPERATRIZ,FERRO TIENDA,CNB,VIA A MISICATA,AZUAY,EC,FALSE,"VIA A MISICATA, BAÑOS, CUENCA",-79.0546955,-2.9097575
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,JIMBO REMACHE MARIA MERCEDES,MINIMARKET REINA DEL CISNE,CNB,PRIMERO DE SEPTIEMBRE,AZUAY,EC,FALSE,"PRIMERO DE SEPTIEMBRE, BAÑOS, CUENCA",-79.05014059999999,-2.9067164
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,DELEG VARGAS ROSA ELVIRA,TIENDA SIN ALCOHOL,CNB,PANAMERICANA SUR,AZUAY,EC,FALSE,"PANAMERICANA SUR, BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,FERNANDEZ MOROCHO ENMA LUCIA,TIENDA XAVIER,CNB,CALLE DEL RETORNO,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,LAZO ONCE ROSA BEATRIZ,BAZAR Y PAPELERIA EL OFERTON,CNB,CAMINO VIEJO A BAÑOS,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,BERMEO CHIMBO HERNAN MARCELO,FARMACIA BAÑOS 24 HORAS,CNB,AV RICARDO DURAN,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,SERRANO CARRION LAURA TERESA,SU MARKET Y PAPELERIA,CNB,ERNESTO LOPEZ 3-12 Y CARLOS BERREZUETA,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,BERREZUETA PARRA MONICA BEATRIZ,MINIMARKET NARANCAY,CNB,PANAMERICANA SUR VIA NERO BARRIO NARANCA,AZUAY,EC,FALSE,"PANAMERICANA SUR VIA NERO BARRIO NARANCA, BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,DELEG VARGAS ROSA ELVIRA,TIENDA SIN ALCOHOL EL AMANECER,CNB,LA CALERA Y PANAMERICANA SUR FRENTE URBA,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,NACIPUCHA ASTUDILLO MARIA VERONICA,MINIMAXI,CNB,AV. LUIS MOSCOSO SECTOR LA CONCORDIA,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,NIVICELA SAQUICELA MARCIA XIMENA,PAÑALERIA S.B.D.,CNB,RICARDO DURAN A 2 CUADRAS DEL COLEGIO BO,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,ILLESCAS VIZHNAY LEONELA ESPERANZA,COMERCIAL ARIAS,CNB,HUISHIL SAN JOSE AV 1 DE SEPTIEMBRE A 2,AZUAY,EC,FALSE,"HUISHIL SAN JOSE AV 1 DE SEPTIEMBRE A 2, BAÑOS, CUENCA",-79.068859,-2.9128988
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,JIMBO REMACHE MARIA MERCEDES,MINIMARKET REINA DEL CISNE,CNB,LUIS MOSCOS T YANUNCAY Y PRIMERO DE SEPT,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,ARIAS BERMEO DIANA MERCEDES,1CASA MUSICAL MARIA BELEN1,CNB,NARANCAY BAJO FRENTE A LA FABRICA DE DES,AZUAY,EC,FALSE,"NARANCAY BAJO FRENTE A LA FABRICA DE DES, BAÑOS, CUENCA",-79.05427569999999,-2.9294695
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO DE GUAYAQUIL,CRIOLLO JARAMA MANUEL ROMAN,TIENDA GUADALUPE,CNB,PRIMERO DE SEPTIEMBRE S/N CANTÓN ATACAME,AZUAY,EC,FALSE,"PRIMERO DE SEPTIEMBRE  CANTÓN ATACAME, BAÑOS, CUENCA",-79.0635425,-2.922075
1,AZUAY,CUENCA,BAÑOS,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,AGENCIA COMUNAL,COAC,Av Ricardo Duran y Vía Baños,AZUAY,EC,FALSE,"Av Ricardo Duran y Vía Baños, BAÑOS, CUENCA",-79.06273379999999,-2.9201661
1,AZUAY,CUENCA,BAÑOS,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,AGENCIA BAÑOS,COAC,Av Ricardo Duran s/n y entrada a Huizhil,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,CHICA VERA NELLY CARMITA,CNB MINIMERCADO BAÑOS,CNB,AV RICARDO DURAN,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BAÑOS,BANRED,BANCO PICHINCHA,PIZARRO CHICAIZA KATHERINE ELIZABETH,CNB PAPELERIA  ALISON,CNB,ANTONIO LLORET BASTIDAS,AZUAY,EC,TRUE,"BAÑOS, CUENCA",-79.066101,-2.923468
1,AZUAY,CUENCA,BELLAVISTA,BANCO DESARROLLO DE LOS PUEBLOS SA,BANCO DESARROLLO DE LOS PUEBLOS SA,BANCO DESARROLLO DE LOS PUEBLOS SA,CUENCA,BANCA PRIVADA,FEDERICO MALO 1203 Y TADEO TORRES,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COAC CACPE GUALAQUIZA,COAC CACPE GUALAQUIZA,CUENCA,COAC,Manuel Vega 823 diagonal a la iglesia de San Blass,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,009 Ag Coopac Bellavista,COAC,UNCOVIA VIA A PATAMARCA Y CIMARRONES ESQ,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,008 Ag Coopac Bellavista,COAC,TOTORACOCHA AV GONZALEZ SUAREZ Y GENERAL JOSE DE S,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,007 Ag Coopac Bellavista,COAC,FERIA LIBRE AV LAS AMERICAS Y AMAZONAS,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,006 Ag Coopac Bellavista,COAC,DON BOSCO AV LOJA 626 Y DON BOSCO,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,005 Ag Coopac Bellavista,COAC,BALTAZARA DE CALDERON 391 Y GRAN COLOMBIA,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,004 Ag Coopac Bellavista,COAC,AV FLORENCIA ASTUDILLO 394 Y AV DEL ESTADIO,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,003 Ag Coopac Bellavista,COAC,AV AMAZONAS SECTOR PLAZOLETA SIMON BOLIVAR,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,002 Ag Coopac Bellavista,COAC,AV 24 DE MAYO Y JOSE SERRANO,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,001 Ag Coopac Bellavista,COAC,24 DE MAYO FRENTE A FERRETERIA GUAMAN,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Exsersa,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO,COAC COOPAC AUSTRO LTDA,COAC,VIA PRINCIPAL FRENTE A LA JUNTA PARROQUIAL,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,CNB SOFT_RS LIBRERIA POLITECNICA,CNB,CARLOS CRESPI Y GENERAL TORRES,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,CNB SOFT_RS MARCO CYBER,CNB,PIO BRAVO 1163 Y TARQUI,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,CNB SOFT_RS VARIEDADES JOHANVER,CNB,PADRE AGUIRRE 1262,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO JARDIN AZUAYO,COOPERATIVA DE AHORRO Y CREDITO JARDIN AZUAYO,Bellavista,COAC,AV ABELARDO J ANDRADE Y AV DEL CHOFER,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO RIOBAMBA,COOPERATIVA DE AHORRO Y CREDITO RIOBAMBA,00007 CUENCA CENTRO,COAC,SUCRE Y HERMANO MIGUEL,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,LAGO AGRIO,COAC,Av. Quito No.321 y Av. 12 de febrero (Planta Baja Edificio Chica),AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,CUENCA,COAC,TOMAS ORDO�EZ ENTRE GRAN COLOMBIA Y SIMON BOLIVAR,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,153 AEROPUERTO MARISCAL LAMAR,BANCA PRIVADA,AVENIDA ESPA?A Y ELIA LIUT,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00098  OFICINA DE REPRESENTACI?N,BANCA PRIVADA,PASEO DE LA CASTELLANA  CALLE PEDRO TEXEIRA 8 EDIF   IBERIA M,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00068  MALL DEL RIO,BANCA PRIVADA,C.C.MALL DEL RIO AV.FELIPE 2 Y CIRCUNVALACION SUR,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00056  REMIGIO CRESPO,BANCA PRIVADA,REMIGIO CRESPO 235 Y FEDERICO PROA?O,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00085  SIM?N BOL?VAR,BANCA PRIVADA,AV   DE LAS AM?RICAS S  N Y PASEO 3 DE NOVIEMBRE,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,00800  SUCURSAL CUENCA,BANCA PRIVADA,PRESIDENTE BORRERO 784 Y SUCRE,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,00830  GRAN COLOMBIA,BANCA PRIVADA,AV. GRAN COLOMBIA 22-400,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,00820  ESPA?A,BANCA PRIVADA,ESPA?A 314 Y SEBASTIAN DE BENALCAZAR,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00022 SUC CUENCA,BANCA PRIVADA,AV SOLANO Y AV 12 DE ABRIL ESQ,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00225 CUENCA B,BANCA PRIVADA,GRAN COLOMBIA S/ N Y BENIGNO MALO ESQUINA,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00077 AG ORDONEZ LAZO,BANCA PRIVADA,AV DE LAS AMERICAS S/N Y ARRAYANES,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00078 CUENCA,BANCA PRIVADA,REMIGIO CRESPO TORAL Y MANUEL MA PALACIOS ESQUINA,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00037 CENTRO VERGEL,BANCA PRIVADA,BOLIVAR 751 Y LUIS CORDERO,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,ORTIZ ESPINOZA GLADYS ESTHELA,COMERCIAL VALTIZ,CNB,PADRE AGUIRRE,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,MOROCHO RIVERA VERONICA ISABEL,MV CYBER,CNB,PIO BRAVO,AZUAY,EC,TRUE,"BELLAVISTA, CUENCA",NA,NA
