Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN,admin_area,country,ubicacion_aproximada,query_address,lon,lat
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00289 LA PLAZA,BANCA PRIVADA,AV MARIANO ACOSTA S/N Y GOMEZ JURADO CC LA PLAZA,IMBABURA,EC,FALSE,"AV MARIANO ACOSTA  Y GOMEZ JURADO CC LA PLAZA, SAN MIGUEL DE IBARRA, IBARRA",-78.1354419,0.3452542000000001
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,0001 ATAHUALPA IBARRA,BANCA PRIVADA,BOLIVAR Y OBISPO MOSQUERA,IMBABURA,EC,FALSE,"BOLIVAR Y OBISPO MOSQUERA, SAN MIGUEL DE IBARRA, IBARRA",-78.1193432,0.3452704
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,OTUNA GANGULA ROSA MARILU,BOTIQUIN SAN JOSE,CNB,GONZALES SUARES Y JUAN DE SALINAS - SALI,IMBABURA,EC,FALSE,"GONZALES SUARES Y JUAN DE SALINAS - SALI, SAN MIGUEL DE IBARRA, IBARRA",-78.1152618,0.3464705
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,SANTOS CHALA BOLIVIO IBEN,ABASTOS SC,CNB,FRANCISCO JAVIER Y JAIME ROLDOS - CHALGU,IMBABURA,EC,FALSE,"FRANCISCO JAVIER Y JAIME ROLDOS - CHALGU, SAN MIGUEL DE IBARRA, IBARRA",-78.12323119999999,0.360038
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,BOLANOS CALDERON FERNANDA GABRIELA,FER BOUTIQUE,CNB,FLORES Y PARQUE 24 DE MAYO,IMBABURA,EC,FALSE,"FLORES Y PARQUE 24 DE MAYO, SAN MIGUEL DE IBARRA, IBARRA",-78.1404131,0.3485593
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,PALLO CHANGO CARLOS ARMANDO,KEVINNET,CNB,DE LOS HEMISFERIOS S1-28 AVENIDA EQUI,IMBABURA,EC,FALSE,"DE LOS HEMISFERIOS S1-28 AVENIDA EQUI, SAN MIGUEL DE IBARRA, IBARRA",-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANRED,BANCO DE GUAYAQUIL,BARRERA VASQUEZ JENNIFER VERONICA,B&V BARRERA VASQUEZ,CNB,10 DE AGOSTO 11-65 GONZÁLEZ SUÁREZ,IMBABURA,EC,FALSE,"10 DE AGOSTO 11-65 GONZÁLEZ SUÁREZ, SAN MIGUEL DE IBARRA, IBARRA",-78.13236479999999,0.3471469
1,IMBABURA,OTAVALO,DR MIGUEL EGAS CABEZAS,BANRED,BANCO DE GUAYAQUIL,OTAVALO LEMA SAUL,COMERCIALIZADORA OTAVALITO,CNB,VIA AL HOSTAL HAYAHUMA BARRIO ATAHUALPA-,IMBABURA,EC,TRUE,"DR MIGUEL EGAS CABEZAS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,DR MIGUEL EGAS CABEZAS,BANRED,BANCO DE GUAYAQUIL,CABASCANGO GUAJAN LUIS ALBERTO,PAPELERIA OTAVALITO,CNB,BARRIO CENTRAL FRENTE AL ESTADIO PEGUCHE,IMBABURA,EC,TRUE,"DR MIGUEL EGAS CABEZAS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,DR MIGUEL EGAS CABEZAS,BANRED,BANCO DE GUAYAQUIL,INTRIAGO GRIJALVA ALEJANDRO JOEL,MINIMARKET,CNB,PANA NORTE KM 2 1/2 A2P576 PARTIDE,IMBABURA,EC,TRUE,"DR MIGUEL EGAS CABEZAS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS,BANRED,BANCO PICHINCHA,MORAN DE LA TORRE MARTHA CRISTINA,CNB VIVERES CRIS,CNB,RUKO NAN ESQUINA,IMBABURA,EC,TRUE,"DR. MIGUEL EGAS CABEZAS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,CASTANEDA CACHIMUEL LUIS HUMBERTO,MULTITODO ESPEJO,CNB,ENRIQUEZ GARCES Y PANAMERICANA - ESPEJO,IMBABURA,EC,TRUE,"EUGENIO ESPEJO, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,CHICAIZA CACUANGO MIGUEL ANGEL,ABASTOS E INTERNET EL TOPO,CNB,CAMINO PRINCIPAL COMUNIDAD EL TOPO FRENT,IMBABURA,EC,TRUE,"EUGENIO ESPEJO, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,TROYA VALENCIA SELENE KATIUSKA,DATABIT,CNB,SUCRE Y ABDON CALDERON - SAN PABLO,IMBABURA,EC,TRUE,"EUGENIO ESPEJO, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO DE GUAYAQUIL,PERACHIMBA MENDEZ MARLON ALEXANDER,TIENDA DE ABARROTES,CNB,GRAN COLOMBIA SN SN,IMBABURA,EC,TRUE,"EUGENIO ESPEJO, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,EUGENIO ESPEJO,BANRED,BANCO PICHINCHA,REVELO GUERRERO CARLOS FEDERMAN,CNB VIVERES REVELO,CNB,MANUEL DIAZ,IMBABURA,EC,TRUE,"EUGENIO ESPEJO, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO PICHINCHA,CABASCANGO CABASCANGO LUIS ALFREDO,CABINAS LUCHO,CNB,PRINCIPAL,IMBABURA,EC,FALSE,"PRINCIPAL, GONZALEZ SUAREZ, OTAVALO",-78.20488780000001,0.1807234
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO PICHINCHA,VALENCIA TABANGO JULIO MIGUEL,CYBER PAPELERIA JULITO,CNB,JUAN MONTALVO,IMBABURA,EC,FALSE,"JUAN MONTALVO, GONZALEZ SUAREZ, OTAVALO",-78.20251139999999,0.1806258
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO DE GUAYAQUIL,ESPIN JARAMILLO ANA LUCIA,JARDIN DEL CAJAS,CNB,LA Y DE CAJAS - EN LA GASOLINERA DE CAJA,IMBABURA,EC,TRUE,"GONZALEZ SUAREZ, OTAVALO",-78.20488780000001,0.1807234
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO DE GUAYAQUIL,CACHIMUEL ISAMA LUZ MARIA,BAZAR Y PAPELERIA CACHIMUEL,CNB,CALLE PRINCIPAL - COMUNIDAD 4 ESQUINAS -,IMBABURA,EC,FALSE,"CALLE PRINCIPAL - COMUNIDAD 4 ESQUINAS -, GONZALEZ SUAREZ, OTAVALO",-78.20488780000001,0.1807234
1,IMBABURA,OTAVALO,GONZALEZ SUAREZ,BANRED,BANCO DE GUAYAQUIL,CRIOLLO TOCAGON JOSE MOISES,BAZAR Y PAPELERIA JOE´S TECH,CNB,CALLE PRINCIPAL – HUAYCOPUNGO,IMBABURA,EC,TRUE,"GONZALEZ SUAREZ, OTAVALO",-78.20488780000001,0.1807234
1,IMBABURA,OTAVALO,GONZÁLEZ SUÁREZ,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,GONZALES SUAREZ,COAC,Gran Colombia la Y de Gonzalez Suarez,IMBABURA,EC,TRUE,"GONZÁLEZ SUÁREZ, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,MALDONADO CACUANGO LUZMILA NE,VIVERES MILENA,CNB,ABDON CALDERON,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,TERAN PINEDA NANCY PIEDAD,CYBER CHUKITOS N/B,CNB,VIRGILIO CHAVEZ,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,VILLEGAS BURBANO GABRIELA LISETH,CABINAS/VIVERES,CNB,BOLIVAR,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,PINZA ANRRANGO FRANKLIN FERNANDO,MARC CYBER,CNB,ATAHUALPA,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO PICHINCHA,OROZCO VILLAMARIN ANA MARIA,FARMACIA SANTA MARIANITA,CNB,JUAN MONTALVO,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,VILLAMARIN CARRASCAL MARIA DEL CARMEN,FARMACIAS “SANTA MARIANITA 1”,CNB,JUAN MONTALVO Y ROCA,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,REMACHE AYME MANUEL RICARDO,COMERCIAL UBEMAR,CNB,RUMIÑAHUY - BARRIO CENTRAL - CARABUELA,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,AYALA CAJAS MARCIA VIVIANA,VIVERES MARTIN,CNB,ESTEVAN PERALTA Y MARCELO TALAPO - CDLA.,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,LOZA RUIZ DIEGO PATRICIO,SU FARMACIA MARIA SOL 2,CNB,ROCA Y GARCIA MORENO DIAGONAL A LA ESCUE,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BARAHONA DEL CASTILLO PATRICIA MARIBEL,VIVERES ANYLÚ,CNB,PEDRO DE LA REINA Y JUAN DE CARVAJAL – C,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MALDONADO RUIZ LUZ MARINA,THE BOOK MARKET,CNB,ROCA Y GARCIA MORENO,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BALLADARES LEMA PABLO MARCELO,PAPEPELERIA MORLYN # 1,CNB,ATAHUALPA Y QUITO,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BALLADARES LEMA PABLO MARCELO,PAPEPELERIA MORLYN # 4,CNB,ATAHUALPA Y QUITO,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,JARAMILLO NAULA LUCIA DE LAS MERCEDES,IVANET,CNB,ATAHUALPA Y ESTEVEZ MORA (ESQUINA),IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,ORBE SIGUENCIA JENIFER DEL CARMEN,MINIMARKET HOP’S,CNB,AV. PAZ PONCE DE LEON Y SUCRE – PAN. NOR,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MONGE CUEVA MARIA DE LAS MERCEDES,MONJE’S COPI NET,CNB,CORAZAS 433 Y JUAN ALVARRACIN – CDLA. IM,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MAIGUA PERUGACHI FRANKLIN,Y! MAS CYBER CAFÉ,CNB,AV. LUIS ENRIQUEZ CISNEROS Y PANAMERICAN,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,MUENALA LEMA GUADALUPE DEL CONSUELO,K Y N NOVEDADES,CNB,BOLIVAR 1305 Y QUITO – SAN SEBASTIAN,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,ARELLANO CASTRO DANIELA SALOME,SU FARMACIA SAN JORGE,CNB,ESTEBAN PERALTA I3P-368 Y MARIANO OYAGAT,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,BALLADARES LEMA PABLO MARCELO,PAPEPELERIA MORLYN 3,CNB,GALLO DE LA PEÑA V4P-228 Y CONDOR –J. CO,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,ARELLANO CASTRO DANIELA SALOME,DANNYELA'S INTERIORES Y MEDIAS,CNB,SUCRE ENTRE PANAMERICANA Y LOS OBRAJES,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,NAVARRETE SANABRIA CLAUDIA VERONICA,COPIAS E INTERNET,CNB,MANUEL ANDRADE C3 1 LUIS GARZÓN,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDAN,BANRED,BANCO DE GUAYAQUIL,VALENCIA BONILLA INTI DAVID,VALENCIA WESTERN UNION,CNB,SALINAS 503 SUCRE,IMBABURA,EC,TRUE,"JORDAN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO VIRGEN DEL CISNE,COOPERATIVA DE AHORRO Y CREDITO VIRGEN DEL CISNE,OTAVALO,COAC,QUITO,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,Banco del Pacífico,BANECUADOR,BANECUADOR,BNF-OTAVALO,BANCA PÚBLICA,CALLE JUAN MONTALVO 476 Y BOLIVAR,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA,Otavalo,COAC,Juan Montalvo,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,PERUGACHI LANCHIMBA JUAN LIZANDRO,CNB PASAJE COMERCIAL,CNB,MORALES,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,CHUQUIN BURGA SEGUNDO,CNB BOUTIQUE ULISES,CNB,SUCRE,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,MORA SALVADOR FRANCISCO XAVIER,CNB PAPILIOS,CNB,SUCRE,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,JORDÁN,BANRED,BANCO PICHINCHA,MALDONADO CACUANGO LUZMILA,CNB VIVERES MILENA,CNB,ABDON CALDERON,IMBABURA,EC,TRUE,"JORDÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,OTAVALO,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO PIJAL,COOPERATIVA DE AHORRO Y CREDITO PIJAL,CAYAMBE,COAC,CANT�N OTAVALO CALLE JUAN MONTALVO Y GRAN COLOMBIA S/N,IMBABURA,EC,TRUE,"OTAVALO, OTAVALO",-78.2610672,0.2343005
1,IMBABURA,OTAVALO,OTAVALO,Financoop,COAC DE IMBABURA AMAZONAS,COAC DE IMBABURA AMAZONAS,MERCADO MUNICIPAL,COAC,AV. LUIS LEORO FRANCO,IMBABURA,EC,TRUE,"OTAVALO, OTAVALO",-78.2610672,0.2343005
1,IMBABURA,OTAVALO,OTAVALO,Financoop,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,OTAVALO,COAC,PIEDRAHITA 4-51 ENTRE BOLIVAR Y ROCA,IMBABURA,EC,FALSE,"PIEDRAHITA 4-51 ENTRE BOLIVAR Y ROCA, OTAVALO, OTAVALO",-78.263961,0.224019
1,IMBABURA,OTAVALO,OTAVALO,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,IBARRA-OTAVALO,BANCA PRIVADA,GARCÍA MORENO 4-86 Y BOLIVAR ESQUINA,IMBABURA,EC,FALSE,"GARCÍA MORENO 4-86 Y BOLIVAR ESQUINA, OTAVALO, OTAVALO",-78.2635385,0.2249466
1,IMBABURA,OTAVALO,OTAVALO,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC INDIGENA SAC PELILEO,COAC INDIGENA SAC PELILEO,OTAVALO,COAC,Manuel Quiroga entre Bolivar y Sucre,IMBABURA,EC,FALSE,"Manuel Quiroga entre Bolivar y Sucre, OTAVALO, OTAVALO",-78.260843,0.2294815
1,IMBABURA,OTAVALO,OTAVALO,Representaciones Ordoñez y Negrete REPORNE S.A.,MUTUALISTA IMBABURA,MUTUALISTA IMBABURA,Agencia Otavalo,MUTUALISTA,Abdon Calderon junto Andinatel,IMBABURA,EC,FALSE,"Abdon Calderon junto Andinatel, OTAVALO, OTAVALO",-78.2635517,0.2271647
1,IMBABURA,OTAVALO,OTAVALO,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC ACCION IMBABURAPAK CAR IMBABURA,COAC ACCION IMBABURAPAK CAR IMBABURA,OTAVALO,COAC,SUCRE ENTRE CRISTOBAL COLON Y JUAN DE DIOS MORALES,IMBABURA,EC,FALSE,"SUCRE ENTRE CRISTOBAL COLON Y JUAN DE DIOS MORALES, OTAVALO, OTAVALO",-78.2626946,0.228415
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00100  OTAVALO,BANCA PRIVADA,ABDON CALDERON 306 Y BOLIVAR,IMBABURA,EC,FALSE,"ABDON CALDERON 306 Y BOLIVAR, OTAVALO, OTAVALO",-78.26271229999999,0.226454
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO INTERNACIONAL,BANCO INTERNACIONAL,0091  OTAVALO,BANCA PRIVADA,SUCRE Y PANAMERICANA NORTE,IMBABURA,EC,FALSE,"SUCRE Y PANAMERICANA NORTE, OTAVALO, OTAVALO",-78.2702145,0.2220368
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00124 LOS PONCHOS,BANCA PRIVADA,SUCRE 1413 ENTRE QUITO Y QUIROGA,IMBABURA,EC,FALSE,"SUCRE 1413 ENTRE QUITO Y QUIROGA, OTAVALO, OTAVALO",-78.2626282,0.2283657
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00023 SUC  OTAVALO,BANCA PRIVADA,BOLIVAR 614 Y GARCIA MORENO,IMBABURA,EC,FALSE,"BOLIVAR 614 Y GARCIA MORENO, OTAVALO, OTAVALO",-78.263971,0.2248827
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00235 AG EL JORDAN BCM,BANCA PRIVADA,MODESTO JARAMILLO 314 Y ABDON CALDERON,IMBABURA,EC,FALSE,"MODESTO JARAMILLO 314 Y ABDON CALDERON, OTAVALO, OTAVALO",-78.26372099999999,0.2284824
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO PICHINCHA,DE LA CRUZ TOCAGON MARIA CARMEN,CNB BOTIQUIN CENTRO PIJAL,CNB,CENTRO PIJAL,IMBABURA,EC,FALSE,"CENTRO PIJAL, OTAVALO, OTAVALO",-78.2584756,0.2298527
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,VINUEZA VARGAS MIRIAM MAGDALENA,VIVERES DONA ELVITA,CNB,BARRIO PUNYARO ALTO - OSWALDO GUAYASAMIN,IMBABURA,EC,FALSE,"BARRIO PUNYARO ALTO - OSWALDO GUAYASAMIN, OTAVALO, OTAVALO",-78.2683278,0.2207751
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,VILLEGAS BURBANO GABRIELA LISETH,VIVERES NAYELI,CNB,BOLIVAR Y A. UBIDIA 1-2 T16839 1 L2 FREN,IMBABURA,EC,FALSE,"BOLIVAR Y A. UBIDIA 1-2 T16839 1 L2 FREN, OTAVALO, OTAVALO",-78.2681674,0.2199224
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,TOAPANTA CABEZAS MARGARITA DEL PILAR,MINIMARKET NAOMI,CNB,VIA A QUIROGA S/N ENTRADA CDLA OTAVALO –,IMBABURA,EC,FALSE,"VIA A QUIROGA  ENTRADA CDLA OTAVALO –, OTAVALO, OTAVALO",-78.2610672,0.2343005
1,IMBABURA,OTAVALO,OTAVALO,BANRED,BANCO DE GUAYAQUIL,AMAGUANA PICUAS MARTA LUPE,KALU PRODUCTOS DE BELLEZA,CNB,BOLIVAR ESQ SALINAS,IMBABURA,EC,FALSE,"BOLIVAR ESQ SALINAS, OTAVALO, OTAVALO",-78.2613856,0.22879940000000001
1,IMBABURA,OTAVALO,SAN JUAN DE ILUMÁN,BANRED,BANCO PICHINCHA,CARRASCAL PINEDA DARWIN JESUS,CNB YACHAY NET,CNB,RUMIÑAHUI,IMBABURA,EC,TRUE,"SAN JUAN DE ILUMÁN, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,SAN LUIS,Financoop,COOPERATIVA DE AHORRO Y CREDITO HUAYCO PUNGO,COOPERATIVA DE AHORRO Y CREDITO HUAYCO PUNGO,MATRIZ OTAVALO,COAC,CALLE BOLIVAR 11-14,IMBABURA,EC,TRUE,"SAN LUIS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,SAN LUIS,BANRED,BANCO PICHINCHA,CAHUASQUI CONEJO JOSE MANUEL,CABINAS TELEFONICAS,CNB,JUAN MONTALVO,IMBABURA,EC,TRUE,"SAN LUIS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,SAN LUIS,BANRED,BANCO PICHINCHA,DE LA TORRE DE LA TORRE JOHANNA ALEXANDRA,ASESORIA CONTABLE,CNB,PIEDARHITA,IMBABURA,EC,TRUE,"SAN LUIS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,SAN LUIS,BANRED,BANCO PICHINCHA,MORAN FARINANGO JUAN PABLO,PLAY DVD GAMES,CNB,BOLIVAR,IMBABURA,EC,TRUE,"SAN LUIS, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,SAN PABLO,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO PEDRO MONCAYO,COOPERATIVA DE AHORRO Y CREDITO PEDRO MONCAYO,SAN PABLO,COAC,DIAGONAL AL PARQUE CENTRAL,IMBABURA,EC,FALSE,"DIAGONAL AL PARQUE CENTRAL, SAN PABLO, OTAVALO",-78.1907118,0.1959802
1,IMBABURA,OTAVALO,SAN RAFAEL,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO SANTA ANITA,COOPERATIVA DE AHORRO Y CREDITO SANTA ANITA,SAN RAFAEL,COAC,Rafael Rosales y 1 de Mayo,IMBABURA,EC,TRUE,"SAN RAFAEL, OTAVALO",-78.2298139,0.1916347
1,IMBABURA,OTAVALO,SELVA ALEGRE,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO UNION EL EJIDO,COOPERATIVA DE AHORRO Y CREDITO UNION EL EJIDO,SELVA ALEGRE,COAC,PARQUE CENTRAL,IMBABURA,EC,TRUE,"SELVA ALEGRE, OTAVALO",NA,NA
1,IMBABURA,OTAVALO,SELVA ALEGRE,BANRED,BANCO PICHINCHA,BASTIDAS GUEVARA NORMA KIMENA,CNB VIVERES BASTIDAS,CNB,CALLE PRINCIPAL,IMBABURA,EC,TRUE,"SELVA ALEGRE, OTAVALO",NA,NA
1,IMBABURA,PIMAMPIRO,MARIANO ACOSTA,BANRED,BANCO DE GUAYAQUIL,ARMAS ORTEGA STALIN ISRAEL,ABASTOS Y PAPELERIA AIDITA,CNB,18 DE NOVIEMBRE Y NICOLAS TERÁN - MARIA,IMBABURA,EC,TRUE,"MARIANO ACOSTA, PIMAMPIRO",-77.98243029999999,0.3045049
1,IMBABURA,PIMAMPIRO,PIMAMPIRO,BANCO DESARROLLO DE LOS PUEBLOS SA,BANCO DESARROLLO DE LOS PUEBLOS SA,BANCO DESARROLLO DE LOS PUEBLOS SA,PIMAMPIRO,BANCA PRIVADA,BOLIVAR 7036 ENTRE AYACUCHO,IMBABURA,EC,FALSE,"BOLIVAR 7036 ENTRE AYACUCHO, PIMAMPIRO, PIMAMPIRO",-77.94102509999999,0.3907438
1,IMBABURA,PIMAMPIRO,PIMAMPIRO,Financoop,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,PIMAMPIRO,COAC,BOLIVAR  Y ESPEJO (FRENTE AL MERCADO CENTRAL),IMBABURA,EC,FALSE,"BOLIVAR  Y ESPEJO (FRENTE AL MERCADO CENTRAL), PIMAMPIRO, PIMAMPIRO",-77.94102509999999,0.3907438
1,IMBABURA,PIMAMPIRO,PIMAMPIRO,Banco del Pacífico,BANECUADOR,BANECUADOR,BNF-PIMAMPIRO,BANCA PÚBLICA,CALLE ROCAFUERTE SN Y OLMEDO,IMBABURA,EC,FALSE,"CALLE ROCAFUERTE SN Y OLMEDO, PIMAMPIRO, PIMAMPIRO",-77.9409644,0.3909302
1,IMBABURA,PIMAMPIRO,PIMAMPIRO,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO SAN GABRIEL,COOPERATIVA DE AHORRO Y CREDITO SAN GABRIEL,PIMAMPIRO,COAC,Gonzales Suarez y Flores frente al Parque Principal diagonal al gobierno Municipal de Pimampiro,IMBABURA,EC,FALSE,"Gonzales Suarez y Flores frente al Parque Principal diagonal al gobierno Municipal de Pimampiro, PIMAMPIRO, PIMAMPIRO",-77.94102509999999,0.3907438
