departamento,NRO.,MUNICIPIO,ENTIDAD,DIRECCIÓN,query_address,country,admin_area,lon,lat
LA PAZ ,106,LA PAZ,Banco Unión S.A.,"Calle Ayata N° 1107, zona Chamoco Chico.","Calle Ayata N° 1107, zona Chamoco Chico. LA PAZ",BO,LA PAZ ,-68.1542755,-16.4993512
LA PAZ ,107,LA PAZ,Banco Unión S.A.,"Avenida Fuerza Naval, esquina Avenida Alexander N° 7575, zona Sur.","Avenida Fuerza Naval, esquina Avenida Alexander N° 7575, zona Sur. LA PAZ",BO,LA PAZ ,-68.0832581,-16.5383767
LA PAZ ,108,LA PAZ,Banco Unión S.A.,Avenida Hernando Siles N# 6204.,Avenida Hernando Siles N# 6204. LA PAZ,BO,LA PAZ ,NA,NA
LA PAZ ,109,LA PAZ,Banco Unión S.A.,"Avenida Miguel Casimiro Aparicio, esquina calle Alto Beni Nº 1510,zona Villa Fatima.","Avenida Miguel Casimiro Aparicio, esquina calle Alto Beni Nº 1510,zona Villa Fatima. LA PAZ",BO,LA PAZ ,-68.12057829999999,-16.4808501
LA PAZ ,110,LA PAZ,Banco Unión S.A.,Calle Belisario Salinas No.482 Edificio Alcides Arguedas.,Calle Belisario Salinas No.482 Edificio Alcides Arguedas. LA PAZ,BO,LA PAZ ,-68.127398,-16.5104026
LA PAZ ,111,LA PAZ,Banco Unión S.A.,Av. Montes # 725,Av. Montes # 725 LA PAZ,BO,LA PAZ ,NA,NA
LA PAZ ,112,LA PAZ,Banco Unión S.A.,Calle Zoilo Flores # 520,Calle Zoilo Flores # 520 LA PAZ,BO,LA PAZ ,NA,NA
LA PAZ ,113,LA PAZ,Banco Unión S.A.,Avenida Camacho N# 1416.,Avenida Camacho N# 1416. LA PAZ,BO,LA PAZ ,NA,NA
LA PAZ ,114,LA PAZ,Banco Unión S.A.,"Calle Pedro de la Gasca, esquina Eloy Salmon N° 691.","Calle Pedro de la Gasca, esquina Eloy Salmon N° 691. LA PAZ",BO,LA PAZ ,-68.1433225,-16.4979823
LA PAZ ,115,LA PAZ,Banco Unión S.A.,"Avenida Tito Yupanqui N° 1261,esquina calle Rafael Ballivian,zona este.","Avenida Tito Yupanqui N° 1261,esquina calle Rafael Ballivian,zona este. LA PAZ",BO,LA PAZ ,-68.1173039,-16.4932753
LA PAZ ,116,LA PAZ,Banco Unión S.A.,"Calle Federico Zuazo N°1771,(interior instalaciones Edificio Entel)","Calle Federico Zuazo N°1771,(interior instalaciones Edificio Entel) LA PAZ",BO,LA PAZ ,-68.130201,-16.502359
LA PAZ ,117,LA PAZ,"Cooperativa de Ahorro y Crédito Abierta ""La Sagrada Familia"" R.L..","Av. Ramiro Castillo Nº 35 esquina Calle 3 Zona Villa El Carmen
","Av. Ramiro Castillo Nº 35 esquina Calle 3 Zona Villa El Carmen
 LA PAZ",BO,LA PAZ ,-68.1126876,-16.4676016
LA PAZ ,118,LA PAZ,"Cooperativa de Ahorro y Crédito Societaria ""Solucredit San Silvestre"" Ltda.","Av. Manco Kapac Nro 310, Zona el Rosariosi
","Av. Manco Kapac Nro 310, Zona el Rosariosi
 LA PAZ",BO,LA PAZ ,-68.1415847,-16.4938593
LA PAZ ,119,LA PAZ,CIDRE IFD,"Calle José M. Aliaga Nº 156, esquina calle Baltazar Alquiza, zona Callampaya - ATENDERÁ DE 7:00 A 12:00","Calle José M. Aliaga Nº 156, esquina calle Baltazar Alquiza, zona Callampaya - ATENDERÁ DE 7:00 A 12:00 LA PAZ",BO,LA PAZ ,-68.1519045,-16.4952705
LA PAZ ,120,LA PAZ,DIACONÍA FRIF - IFD,"AVENIDA DEFENSORES DEL CHACO, Nº 85, ENTRE CALLES 51 y 52, ZONA CHASQUIPAMPA.","AVENIDA DEFENSORES DEL CHACO, Nº 85, ENTRE CALLES 51 y 52, ZONA CHASQUIPAMPA. LA PAZ",BO,LA PAZ ,-68.0514422,-16.537832
LA PAZ ,121,LA PAZ,DIACONÍA FRIF - IFD,"AVENIDA TUMUSLA , Nº 511,  CASI ESQUINA ISAAC TAMAYO","AVENIDA TUMUSLA , Nº 511,  CASI ESQUINA ISAAC TAMAYO LA PAZ",BO,LA PAZ ,-68.1419562,-16.4945651
LA PAZ ,122,LA PAZ,DIACONÍA FRIF - IFD,"AVENIDA ESTEBAN ARCE, Nº 1843, CRUCE VILLA COPACABANA","AVENIDA ESTEBAN ARCE, Nº 1843, CRUCE VILLA COPACABANA LA PAZ",BO,LA PAZ ,-68.1166662,-16.4958
LA PAZ ,123,LA PAZ,DIACONÍA FRIF - IFD,"AVENIDA LAS AMÉRICAS, Nº 506, ZONA VILLA FÁTIMA.","AVENIDA LAS AMÉRICAS, Nº 506, ZONA VILLA FÁTIMA. LA PAZ",BO,LA PAZ ,-68.1186626,-16.4759407
LA PAZ ,124,LA PAZ,DIACONÍA FRIF - IFD,"CALLE LAGUNA, NRO. 492, ENTRE PASAJE LAGUNA Y AVENIDA PERIFERICA, ZONA VINO TINTO","CALLE LAGUNA, NRO. 492, ENTRE PASAJE LAGUNA Y AVENIDA PERIFERICA, ZONA VINO TINTO LA PAZ",BO,LA PAZ ,-68.0886659,-16.4966613
LA PAZ ,125,LA PAZ,DIACONÍA FRIF - IFD,"AVENIDA JAIMES FREYRE, Nº 1748, ENTRE AV. LANDAETA Y CALLE FELICIANO KANTUTA Z. TEMBLADERANI","AVENIDA JAIMES FREYRE, Nº 1748, ENTRE AV. LANDAETA Y CALLE FELICIANO KANTUTA Z. TEMBLADERANI LA PAZ",BO,LA PAZ ,-68.1423746,-16.5111135
LA PAZ ,126,LA PAZ,DIACONÍA FRIF - IFD,"CALLE PRIMAVERA N°26, ESQUINA CALLE GIRASOL, ZONA UNO, URBANIZACIÓN ACHACHICALA","CALLE PRIMAVERA N°26, ESQUINA CALLE GIRASOL, ZONA UNO, URBANIZACIÓN ACHACHICALA LA PAZ",BO,LA PAZ ,-68.14551689999999,-16.4826827
LA PAZ ,127,LA PAZ,DIACONÍA FRIF - IFD,"AV. HÉROES DEL PACÍFICO, Nº 1489, ENTRE CALLES MEJILLONES Y PICADA CHACO, Z. BAJO TEJAR.","AV. HÉROES DEL PACÍFICO, Nº 1489, ENTRE CALLES MEJILLONES Y PICADA CHACO, Z. BAJO TEJAR. LA PAZ",BO,LA PAZ ,-68.1217933,-16.494731
LA PAZ ,128,LA PAZ,DIACONÍA FRIF - IFD,"CALLE 17 , Nº 506, ENTRE PROLONGACIÓN 14 DE SEPTIEMBRE,ZONA OBRAJES.","CALLE 17 , Nº 506, ENTRE PROLONGACIÓN 14 DE SEPTIEMBRE,ZONA OBRAJES. LA PAZ",BO,LA PAZ ,-68.10819049999999,-16.5253985
LA PAZ ,129,LA PAZ,Sembrar Sartawi IFD,"calle Pedro Salazar # 509, Zona Sopocachi","calle Pedro Salazar # 509, Zona Sopocachi LA PAZ",BO,LA PAZ ,NA,NA
LA PAZ ,130,LA PAZ,Sembrar Sartawi IFD,Calle Boquerón No. 1500 entre calle Nicolas Acosta y calle Otero de la Vega,Calle Boquerón No. 1500 entre calle Nicolas Acosta y calle Otero de la Vega LA PAZ,BO,LA PAZ ,-68.1371094,-16.5046613
LA PAZ ,131,LA PAZ,Banco PYME Ecofuturo S.A.,"Avenida Camacho, esquina calle Bueno, Edificio Urbana S/N Planta Baja - Oficina 3, del municipio de La Paz, Provincia Murillo, departamento de La Paz","Avenida Camacho, esquina calle Bueno, Edificio Urbana S/N Planta Baja - Oficina 3, del municipio de La Paz, Provincia Murillo, departamento de La Paz LA PAZ",BO,LA PAZ ,-68.1339763,-16.4981187
LA PAZ ,132,LA PAZ,La Primera Entidad Financiera de Vivienda,Av. Mariscal Santa Cruz No. 1364,Av. Mariscal Santa Cruz No. 1364 LA PAZ,BO,LA PAZ ,-68.1341829,-16.5001771
LA PAZ ,133,LA PAZ,La Primera Entidad Financiera de Vivienda,Av. Montenegro No. 111 San Miguel Centro Comercial La Chiwiña,Av. Montenegro No. 111 San Miguel Centro Comercial La Chiwiña LA PAZ,BO,LA PAZ ,-68.07929279999999,-16.5404636
LA PAZ ,134,MAPIRI,Banco PYME Ecofuturo S.A.,"Avenida Antofagasta s/n, entre avenida 6 de Agosto y calle Gotardo Caicer, municipio Mapiri - ATENDERÁ LOS LUNES Y MIÉRCOLES","Avenida Antofagasta s/n, entre avenida 6 de Agosto y calle Gotardo Caicer, municipio Mapiri - ATENDERÁ LOS LUNES Y MIÉRCOLES MAPIRI",BO,LA PAZ ,-68.2169491,-15.3107394
LA PAZ ,135,PALOS BLANCOS,Banco Unión S.A.,"Avenida Covendo N° 5, localidad de Palos Blancos, Provincia Sud Yungas, zona Sud Yungas.","Avenida Covendo N° 5, localidad de Palos Blancos, Provincia Sud Yungas, zona Sud Yungas. PALOS BLANCOS",BO,LA PAZ ,-66.9742285,-15.7895617
LA PAZ ,136,PALOS BLANCOS,DIACONÍA FRIF - IFD,"AVENIDA ANTOFAGASTA, Nº 116, ENTRE CALLE SUCRE, ZONA CENTRAL","AVENIDA ANTOFAGASTA, Nº 116, ENTRE CALLE SUCRE, ZONA CENTRAL PALOS BLANCOS",BO,LA PAZ ,-68.1795392,-16.5567645
LA PAZ ,137,PUERTO PEREZ,DIACONÍA FRIF - IFD,"PLAZA JUAN JOSÉ PÉREZ, S/N, ESQUINA AVENIDA 16 DE JULIO, LOCALIDAD PUERTO PÉREZ.","PLAZA JUAN JOSÉ PÉREZ, S/N, ESQUINA AVENIDA 16 DE JULIO, LOCALIDAD PUERTO PÉREZ. PUERTO PEREZ",BO,LA PAZ ,-68.6618407,-16.3306712
LA PAZ ,138,PUCARANI,DIACONÍA FRIF - IFD,AVENIDA EDUARDO AVAROA S/N.,AVENIDA EDUARDO AVAROA S/N. PUCARANI,BO,LA PAZ ,-68.1519383,-16.4999784
LA PAZ ,139,QUIME,Banco PYME Ecofuturo S.A.,Av. Bolívar s/n entre Calles JJ Pérez y Av. Abaroa - ATENDERÁ LOS LUNES Y MIÉRCOLES,Av. Bolívar s/n entre Calles JJ Pérez y Av. Abaroa - ATENDERÁ LOS LUNES Y MIÉRCOLES QUIME,BO,LA PAZ ,-67.21626189999999,-16.9794093
LA PAZ ,140,QUIME,CRECER IFD,Av. Teodomiro Urquiola S/N (casi esquina Calle Yungas) Zona Central,Av. Teodomiro Urquiola S/N (casi esquina Calle Yungas) Zona Central QUIME,BO,LA PAZ ,-67.21626189999999,-16.9794093
LA PAZ ,141,SAN BUENAVENTURA,DIACONÍA FRIF - IFD,"PLAZA PRINCIPAL, ENTRE CALLE PALACIOS Y SANTA CRUZ, S/N, ZONA CENTRAL.","PLAZA PRINCIPAL, ENTRE CALLE PALACIOS Y SANTA CRUZ, S/N, ZONA CENTRAL. SAN BUENAVENTURA",BO,LA PAZ ,-63.1560853,-17.8145819
LA PAZ ,142,SANTIAGO DE MACHACA,DIACONÍA FRIF - IFD,"AVENIDA COPACABANA, NRO. 10, SANTIAGO DE MACHACA","AVENIDA COPACABANA, NRO. 10, SANTIAGO DE MACHACA SANTIAGO DE MACHACA",BO,LA PAZ ,-69.0861568,-16.1662935
LA PAZ ,143,SORATA,Banco Prodem S.A.,CALLE VILLAVICENCIO S/N ENTRE CALLE SUCRE Y ABAROA,CALLE VILLAVICENCIO S/N ENTRE CALLE SUCRE Y ABAROA SORATA,BO,LA PAZ ,-68.6469359,-15.7696181
LA PAZ ,144,SORATA,DIACONÍA FRIF - IFD,"CALLE SUCRE, Nº 129, ESQUINA CALLE VILLAVICENCIO,  FRENTE A LA PLAZA ENRIQUE PEÑARANDA, Z. CENTRAL","CALLE SUCRE, Nº 129, ESQUINA CALLE VILLAVICENCIO,  FRENTE A LA PLAZA ENRIQUE PEÑARANDA, Z. CENTRAL SORATA",BO,LA PAZ ,-68.6469359,-15.7696181
LA PAZ ,145,TIAHUANACU,DIACONÍA FRIF - IFD,"AVENIDA VIRACOCHA, Nº 2448, ESQUINA MANCO KAPAC, ZONA CENTRAL.","AVENIDA VIRACOCHA, Nº 2448, ESQUINA MANCO KAPAC, ZONA CENTRAL. TIAHUANACU",BO,LA PAZ ,-69.00993509999999,-16.1622143
LA PAZ ,146,VIACHA,Banco Prodem S.A.,PLAZA BALLIVIAN # 161,PLAZA BALLIVIAN # 161 VIACHA,BO,LA PAZ ,NA,NA
LA PAZ ,147,VIACHA,Banco Unión S.A.,"Calle 4 Capitan Orellana s/n, Plaza Avaroa, Zona Noreste.","Calle 4 Capitan Orellana s/n, Plaza Avaroa, Zona Noreste. VIACHA",BO,LA PAZ ,-68.2991424,-16.6518129
LA PAZ ,148,VIACHA,Banco para el Fomento a Iniciativas Económicas S.A.,Plaza Mariscal José Ballivían No. 163,Plaza Mariscal José Ballivían No. 163 VIACHA,BO,LA PAZ ,-68.3016533,-16.6534791
LA PAZ ,149,VIACHA,DIACONÍA FRIF - IFD,"AVENIDA INGAVI, Nº 20,  ENTRE CALLES LETANÍAS Y PEÑARANDA, ZONA CENTRAL.","AVENIDA INGAVI, Nº 20,  ENTRE CALLES LETANÍAS Y PEÑARANDA, ZONA CENTRAL. VIACHA",BO,LA PAZ ,-68.2921927,-16.6478387
LA PAZ ,150,COLQUIRI,CRECER IFD,"Av. del Estudiante S/N, Z/10 Cala Calita B, Sinala","Av. del Estudiante S/N, Z/10 Cala Calita B, Sinala COLQUIRI",BO,LA PAZ ,-67.126888,-17.3855032
LA PAZ ,151,LURIBAY,CRECER IFD,C/31 de Octubre S/N  (a media cuadra de la Plaza José Manuel Pando),C/31 de Octubre S/N  (a media cuadra de la Plaza José Manuel Pando) LURIBAY,BO,LA PAZ ,-67.660843,-17.062
LA PAZ ,152,La Ceja,Banco PRODEM  S.A.,Av. 6 de Marzo Nº 101 esq. C. 3,Av. 6 de Marzo Nº 101 esq. C. 3 La Ceja,BO,LA PAZ ,-68.16476589999999,-16.5102208
LA PAZ ,153,Achacachi,Banco PRODEM  S.A.,C. Max Paredes Nº 190 a media cuadra de la Plaza Mcal. Santa Cruz,C. Max Paredes Nº 190 a media cuadra de la Plaza Mcal. Santa Cruz Achacachi,BO,LA PAZ ,-68.7035738,-16.0285589
LA PAZ ,154,Caranavi,Banco PRODEM  S.A.,Calle Bolívar entre Av. Mariscal Santa Cruz y Cochabamba s/n,Calle Bolívar entre Av. Mariscal Santa Cruz y Cochabamba s/n Caranavi,BO,LA PAZ ,-63.2037744,-17.8591878
LA PAZ ,155,Palos Blancos,Banco PRODEM  S.A.,Av. Covendo s/n,Av. Covendo s/n Palos Blancos,BO,LA PAZ ,-66.9742285,-15.7895617
LA PAZ ,156,Chulumani,Banco PRODEM  S.A.,"Av. Principal J.M. Pando, frente Plaza Martin Villalobos","Av. Principal J.M. Pando, frente Plaza Martin Villalobos Chulumani",BO,LA PAZ ,-67.5276414,-16.4089164
LA PAZ ,157,Guanay,Banco PRODEM  S.A.,"Plaza Gualberto Villarroel, C. Rurrenabaque s/n","Plaza Gualberto Villarroel, C. Rurrenabaque s/n Guanay",BO,LA PAZ ,-67.5350917,-14.4296108
LA PAZ ,158,Irupana,Banco PRODEM  S.A.,C. Bolívar Nº 111 esq. plaza Victorio Lanza,C. Bolívar Nº 111 esq. plaza Victorio Lanza Irupana,BO,LA PAZ ,-67.4547887,-16.4659842
LA PAZ ,159,Caja Ext. Cajuata,Banco PRODEM  S.A.,Av. Principal s/n frente Alcaldía de Cajuata,Av. Principal s/n frente Alcaldía de Cajuata Caja Ext. Cajuata,BO,LA PAZ ,-67.1712754,-16.699626
LA PAZ ,160,La Asunta,Banco PRODEM  S.A.,Av. Rene Barrientos s/n esq. C. 1ro de Enero (zona el progeso),Av. Rene Barrientos s/n esq. C. 1ro de Enero (zona el progeso) La Asunta,BO,LA PAZ ,-67.19689679999999,-16.1254848
LA PAZ ,161,Agencia San Miguel,Banco PYME Ecofuturo S.A.,"Avenida Montenegro Nro.1364, Bloque B3, zona San Miguel","Avenida Montenegro Nro.1364, Bloque B3, zona San Miguel Agencia San Miguel",BO,LA PAZ ,-68.0795514,-16.5407391
LA PAZ ,162,Agencia El Tejar,Banco PYME Ecofuturo S.A.,Av. Baptista y José María Asín N°788 - Zona El Tejar,Av. Baptista y José María Asín N°788 - Zona El Tejar Agencia El Tejar,BO,LA PAZ ,-68.1487951,-16.4958178
LA PAZ ,163,Agencia Guanay,Banco PYME Ecofuturo S.A.,"Interseccion de las calles Gutierrez Guerra, Pasoskanky y Comercio s/n de la localidad de Guanay","Interseccion de las calles Gutierrez Guerra, Pasoskanky y Comercio s/n de la localidad de Guanay Agencia Guanay",BO,LA PAZ ,-68.1190858,-16.4972621
LA PAZ ,164,Agencia Palos Blancos,Banco PYME Ecofuturo S.A.,"Av. La Paz Nº 9, Urbanización Villa Esperanza","Av. La Paz Nº 9, Urbanización Villa Esperanza Agencia Palos Blancos",BO,LA PAZ ,-68.11929359999999,-16.489689
LA PAZ ,165,Agencia 16 de Julio,Banco PYME Ecofuturo S.A.,"Avenida Alfonso Ugarte Nro. 2997,esquina Arturo Valle,zona 16 de Julio, de la ciudad de El Alto del departamento de La Paz.","Avenida Alfonso Ugarte Nro. 2997,esquina Arturo Valle,zona 16 de Julio, de la ciudad de El Alto del departamento de La Paz. Agencia 16 de Julio",BO,LA PAZ ,-68.1743958,-16.4977814
LA PAZ ,166,Agencia Cruce Villa Adela,Banco PYME Ecofuturo S.A.,Carretera a Viacha Nº 15 Zona Villa Bolivar - Cruce Villa Adela,Carretera a Viacha Nº 15 Zona Villa Bolivar - Cruce Villa Adela Agencia Cruce Villa Adela,BO,LA PAZ ,-68.2921927,-16.6478387
LA PAZ ,167,Agencia Apolo,Banco PYME Ecofuturo S.A.,Plaza Principal de Apolo,Plaza Principal de Apolo Agencia Apolo,BO,LA PAZ ,-68.41143509999999,-14.71923
COCHABAMBA ,1,AIQUILE,Banco Unión S.A.,Av. Bolívar s/n entre Calles Terán y Santa Bárbara,Av. Bolívar s/n entre Calles Terán y Santa Bárbara AIQUILE,BO,COCHABAMBA ,-65.1815488,-18.2051683
COCHABAMBA ,2,AIQUILE,"Cooperativa de Ahorro y Crédito Societaria ""San Padro de Aiquile""",Av. Sucre s/n entre Calle Arévalo y Héroes del Chaco,Av. Sucre s/n entre Calle Arévalo y Héroes del Chaco AIQUILE,BO,COCHABAMBA ,-65.17593939999999,-18.200404
COCHABAMBA ,3,ANZALDO,Cooperativa de Ahorro y Crédito Abierta San Carlos Borromeo R.L.,PLAZA 20 DE OCTUBRE ACERA OESTE,PLAZA 20 DE OCTUBRE ACERA OESTE ANZALDO,BO,COCHABAMBA ,-65.9318734,-17.7782115
COCHABAMBA ,4,ARANI,Cooperativa de Ahorro y Crédito Abierta San Carlos Borromeo R.L.,CALLE OBISPO LA FUENTE S/N ENTRE CALLES JOSE MANUEL PANDO Y ABAROA,CALLE OBISPO LA FUENTE S/N ENTRE CALLES JOSE MANUEL PANDO Y ABAROA ARANI,BO,COCHABAMBA ,-69.3307492,-17.2076242
COCHABAMBA ,5,CAPINOTA,Banco Unión S.A.,"Avenida German Busch s/n entre Calles Santibáñez y Lezana, zona central.","Avenida German Busch s/n entre Calles Santibáñez y Lezana, zona central. CAPINOTA",BO,COCHABAMBA ,-66.2634928,-17.7059849
COCHABAMBA ,6,CAPINOTA,FUBODE IFD,Plaza Principal acera Sud s/n lado Alcaldía Municipal,Plaza Principal acera Sud s/n lado Alcaldía Municipal CAPINOTA,BO,COCHABAMBA ,-66.2634928,-17.7059849
COCHABAMBA ,7,CHIMORÉ,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Panamericana s/n esquina Los Manzanos, Zona Central","Av. Panamericana s/n esquina Los Manzanos, Zona Central CHIMORÉ",BO,COCHABAMBA ,-65.15555189999999,-16.9961529
COCHABAMBA ,8,CHIMORÉ,CIDRE IFD,AV. PANAMERICANA S/N - ATENDERÁ DE 7:00 A 12:00,AV. PANAMERICANA S/N - ATENDERÁ DE 7:00 A 12:00 CHIMORÉ,BO,COCHABAMBA ,-65.15555189999999,-16.9961529
COCHABAMBA ,9,CLIZA,Banco Unión S.A.,"Avenida cívica N° 30, esquina calle 16 de Julio.","Avenida cívica N° 30, esquina calle 16 de Julio. CLIZA",BO,COCHABAMBA ,-68.1649619,-16.5360073
COCHABAMBA ,10,CLIZA,FUBODE IFD,Plaza 21 de Septiembre Acera Sud No 13,Plaza 21 de Septiembre Acera Sud No 13 CLIZA,BO,COCHABAMBA ,-65.93930639999999,-17.5952979
COCHABAMBA ,11,COCHABAMBA,Banco Fortaleza S.A.,"Av. Ballivian No.739, entre las calles Teniente Arévalo y La Paz, Edificio Prado Business Center","Av. Ballivian No.739, entre las calles Teniente Arévalo y La Paz, Edificio Prado Business Center COCHABAMBA",BO,COCHABAMBA ,-68.0858975,-16.540425
COCHABAMBA ,12,COCHABAMBA,Banco Fassil S.A.,Calle Nataniel Aguirre N° 508 esq. Calle Calama,Calle Nataniel Aguirre N° 508 esq. Calle Calama COCHABAMBA,BO,COCHABAMBA ,-66.1568266,-17.3977166
COCHABAMBA ,13,COCHABAMBA,Banco para el Fomento a Iniciativas Económicas S.A.,"Avenida Simón López No. 1525 entre calles Baldomero Rodrigo y David Crespo, Zona Sarcobamba","Avenida Simón López No. 1525 entre calles Baldomero Rodrigo y David Crespo, Zona Sarcobamba COCHABAMBA",BO,COCHABAMBA ,-66.1813217,-17.3624519
COCHABAMBA ,14,COCHABAMBA,Banco para el Fomento a Iniciativas Económicas S.A.,Av. Panamericana No. 2882 esq. J.M. Carrasco,Av. Panamericana No. 2882 esq. J.M. Carrasco COCHABAMBA,BO,COCHABAMBA ,-66.15835679999999,-17.4233879
COCHABAMBA ,15,COCHABAMBA,Banco Prodem S.A.,CALLE CALAMA Nº 164 ENTRE NATALIEL AGUIRRE Y AV. AYACUCHO,CALLE CALAMA Nº 164 ENTRE NATALIEL AGUIRRE Y AV. AYACUCHO COCHABAMBA,BO,COCHABAMBA ,-66.15706109999999,-17.3965944
COCHABAMBA ,16,COCHABAMBA,Banco Unión S.A.,Avenida Ballivian N°725 entre calles Teniente Arevalo y La Paz,Avenida Ballivian N°725 entre calles Teniente Arevalo y La Paz COCHABAMBA,BO,COCHABAMBA ,-66.16058799999999,-17.3840495
COCHABAMBA ,17,COCHABAMBA,Banco Unión S.A.,"c. Bolivar # 1033, Plaza Sucre.","c. Bolivar # 1033, Plaza Sucre. COCHABAMBA",BO,COCHABAMBA ,NA,NA
COCHABAMBA ,18,COCHABAMBA,Banco Unión S.A.,"Calle 25 de Mayo, esquina Sucre N° 0385, zona Central.","Calle 25 de Mayo, esquina Sucre N° 0385, zona Central. COCHABAMBA",BO,COCHABAMBA ,-65.2592128,-19.035345
COCHABAMBA ,19,COCHABAMBA,Banco Unión S.A.,"Avenida Simon Lopez N° 1535 entre Calles David Crespo y B.Rodrigo, zona Sarcobamba","Avenida Simon Lopez N° 1535 entre Calles David Crespo y B.Rodrigo, zona Sarcobamba COCHABAMBA",BO,COCHABAMBA ,-66.1813217,-17.3624519
COCHABAMBA ,20,COCHABAMBA,Banco Unión S.A.,"Avenida Circunvalacion N° 1185, esquina Calle Laureles, zona Alto Aranjuez.","Avenida Circunvalacion N° 1185, esquina Calle Laureles, zona Alto Aranjuez. COCHABAMBA",BO,COCHABAMBA ,-66.1653224,-17.4139766
COCHABAMBA ,21,COCHABAMBA,Banco Unión S.A.,c. Jordan # 272 entre calles Esteban Arce y Nataniel Aguirre,c. Jordan # 272 entre calles Esteban Arce y Nataniel Aguirre COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,22,COCHABAMBA,Banco Unión S.A.,"Av. San Martin N° 708, esquina calle Uruguay, zona sud.","Av. San Martin N° 708, esquina calle Uruguay, zona sud. COCHABAMBA",BO,COCHABAMBA ,-66.15363099999999,-17.3975269
COCHABAMBA ,23,COCHABAMBA,Banco Unión S.A.,"Calle Esteban Arce N° 1313, zona Sud Central.","Calle Esteban Arce N° 1313, zona Sud Central. COCHABAMBA",BO,COCHABAMBA ,-66.1653224,-17.4139766
COCHABAMBA ,24,COCHABAMBA,Banco Unión S.A.,Calle Ayacucho N° 1665 entre calles araní y Cliza.,Calle Ayacucho N° 1665 entre calles araní y Cliza. COCHABAMBA,BO,COCHABAMBA ,-65.93930639999999,-17.5952979
COCHABAMBA ,25,COCHABAMBA,Banco Unión S.A.,"Avenida 6 de Agosto casi esquina Avenida Republica, zona Sud.","Avenida 6 de Agosto casi esquina Avenida Republica, zona Sud. COCHABAMBA",BO,COCHABAMBA ,-66.1510457,-17.4103801
COCHABAMBA ,26,COCHABAMBA,Banco Unión S.A.,"Avenida Panamericana N° 3599, zona Lacma.","Avenida Panamericana N° 3599, zona Lacma. COCHABAMBA",BO,COCHABAMBA ,-66.16081849999999,-17.4328398
COCHABAMBA ,27,COCHABAMBA,Banco Unión S.A.,"Av. Siglo XX S/N, entre calles 10 de Noviembre y Simon Patiño, Zona Sud Este.","Av. Siglo XX S/N, entre calles 10 de Noviembre y Simon Patiño, Zona Sud Este. COCHABAMBA",BO,COCHABAMBA ,-66.127772,-17.4312671
COCHABAMBA ,28,COCHABAMBA,Banco Unión S.A.,Avenida Beijing esquina calle 23 de enero s/n zona sarco.,Avenida Beijing esquina calle 23 de enero s/n zona sarco. COCHABAMBA,BO,COCHABAMBA ,-66.1779119,-17.363169
COCHABAMBA ,29,COCHABAMBA,Banco Unión S.A.,Av. América N° 155,Av. América N° 155 COCHABAMBA,BO,COCHABAMBA ,-66.1614725,-17.3725324
COCHABAMBA ,30,COCHABAMBA,Banco Unión S.A.,Av. Blanco Galindo # 1076 entre Francisco Viedma y San Alberto (acera Norte).,Av. Blanco Galindo # 1076 entre Francisco Viedma y San Alberto (acera Norte). COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,31,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta Asunción Ltda.,Calle 25 de Mayo No 818 entre Avenida Aroma y Brasil,Calle 25 de Mayo No 818 entre Avenida Aroma y Brasil COCHABAMBA,BO,COCHABAMBA ,-66.1540192,-17.400395
COCHABAMBA ,32,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta San Carlos Borromeo R.L.,AV. REPUBLICA NRO. 1644 ENTRE CALLES GUAYARAMERIN Y MANURIPI ZONA SUD,AV. REPUBLICA NRO. 1644 ENTRE CALLES GUAYARAMERIN Y MANURIPI ZONA SUD COCHABAMBA,BO,COCHABAMBA ,-65.3688335,-10.8237579
COCHABAMBA ,33,COCHABAMBA,"Cooperativa de Ahorro y Crédito Abierta ""CACEF"" R.L.",AV AYACUCHO # 331 ENTRE ECUADOR Y MAYOR ROCHA,AV AYACUCHO # 331 ENTRE ECUADOR Y MAYOR ROCHA COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,34,COCHABAMBA,"Cooperativa de Ahorro y Crédito Abierta ""CACEF"" R.L.",AV. AYACUCHO # 331 ENTRE ECUADOR Y MAYOR ROCHA,AV. AYACUCHO # 331 ENTRE ECUADOR Y MAYOR ROCHA COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,35,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta Comarapa R.L.,CALLE MOXOS ESQ. GUADALQUIVIR NO. 1895,CALLE MOXOS ESQ. GUADALQUIVIR NO. 1895 COCHABAMBA,BO,COCHABAMBA ,-66.1500482,-17.410629
COCHABAMBA ,36,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Cristo Rey Ltda.,AV. PERU ESQ. NUEVA CASTILLA No. 593,AV. PERU ESQ. NUEVA CASTILLA No. 593 COCHABAMBA,BO,COCHABAMBA ,-66.17058960000001,-17.3895271
