departamento,NRO.,MUNICIPIO,ENTIDAD,DIRECCIÓN,query_address,country,admin_area,lon,lat
LA PAZ ,14,CAJUATA,Banco Prodem S.A.,"AVENIDA PRINCIPAL S/N, FRENTE GOBIERNO AUTÓNOMO MUNICIPAL DE CAJUATA","AVENIDA PRINCIPAL S/N, FRENTE GOBIERNO AUTÓNOMO MUNICIPAL DE CAJUATA CAJUATA",BO,LA PAZ ,-67.1712754,-16.699626
LA PAZ ,15,CAQUIAVIRI,DIACONÍA FRIF - IFD,"CARRETERA PRINCIPAL A CHARAÑA, RUTA F19, S/N, CAQUIAVIRI","CARRETERA PRINCIPAL A CHARAÑA, RUTA F19, S/N, CAQUIAVIRI CAQUIAVIRI",BO,LA PAZ ,-69.44418999999999,-17.5926979
LA PAZ ,16,CARANAVI,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Mariscal Sta. Cruz s/n casi esquina Simón Bolivar, Zona Central","Av. Mariscal Sta. Cruz s/n casi esquina Simón Bolivar, Zona Central CARANAVI",BO,LA PAZ ,-68.1356239,-16.4980392
LA PAZ ,17,CARANAVI,Banco Prodem S.A.,"CALLE BOLÍVAR, ENTRE AVENIDA MARISCAL SANTA CRUZ  Y CALLE COCHABAMBA S/N","CALLE BOLÍVAR, ENTRE AVENIDA MARISCAL SANTA CRUZ  Y CALLE COCHABAMBA S/N CARANAVI",BO,LA PAZ ,-67.5614791,-15.8342693
LA PAZ ,18,CARANAVI,Banco Unión S.A.,Av. Mariscal Santa Cruz s/n entre calles Litoral y Kilómetro 7,Av. Mariscal Santa Cruz s/n entre calles Litoral y Kilómetro 7 CARANAVI,BO,LA PAZ ,-68.1356239,-16.4980392
LA PAZ ,19,CARANAVI,CRECER IFD,"C/Batallon de Ingenieros N°2 y Av. Mariscal Santa Cruz, Z/Central","C/Batallon de Ingenieros N°2 y Av. Mariscal Santa Cruz, Z/Central CARANAVI",BO,LA PAZ ,-67.56036809999999,-15.8346954
LA PAZ ,20,CARANAVI,Sembrar Sartawi IFD,Calle Batallón de Ingenieros s/n esquina Avenida Mariscal Santa Cruz,Calle Batallón de Ingenieros s/n esquina Avenida Mariscal Santa Cruz CARANAVI,BO,LA PAZ ,-68.13597,-16.497332
LA PAZ ,21,CARANAVI,DIACONÍA FRIF - IFD,"AVENIDA BATALLÓN DE INGENIEROS S/N, ENTRE CALLE 12 DE OCTUBRE Y AVENIDA CÍVICA, ZONA VILLA ESPERANZA","AVENIDA BATALLÓN DE INGENIEROS S/N, ENTRE CALLE 12 DE OCTUBRE Y AVENIDA CÍVICA, ZONA VILLA ESPERANZA CARANAVI",BO,LA PAZ ,-68.1606441,-16.5290487
LA PAZ ,22,CHUA COCANI,DIACONÍA FRIF - IFD,"PLAZA CENTRAL, S/N, ZONA ARASAYA","PLAZA CENTRAL, S/N, ZONA ARASAYA CHUA COCANI",BO,LA PAZ ,-68.7438174,-16.1903349
LA PAZ ,23,CHULUMANI,Banco para el Fomento a Iniciativas Económicas S.A.,"Plaza Libertad N° 20, zona central","Plaza Libertad N° 20, zona central CHULUMANI",BO,LA PAZ ,-67.5276414,-16.4089164
LA PAZ ,24,CHULUMANI,Banco Prodem S.A.,AV. PRINCIPAL J.M. PANDO S/N AL FRENTE DE LA PLAZA MARTIN VILLALOBOS,AV. PRINCIPAL J.M. PANDO S/N AL FRENTE DE LA PLAZA MARTIN VILLALOBOS CHULUMANI,BO,LA PAZ ,-67.5276414,-16.4089164
LA PAZ ,25,CHULUMANI,Banco Unión S.A.,Calle Lanza esquina pasaje General Pando s/n.,Calle Lanza esquina pasaje General Pando s/n. CHULUMANI,BO,LA PAZ ,-69.3307492,-17.2076242
LA PAZ ,26,CHULUMANI,DIACONÍA FRIF - IFD,"CALLE BOLIVAR, S/N, ENTRE CALLE GRAL. JOSÉ MANUEL PANDO Y PASAJE MIGUEL MERCADO, ZONA CENTRAL.","CALLE BOLIVAR, S/N, ENTRE CALLE GRAL. JOSÉ MANUEL PANDO Y PASAJE MIGUEL MERCADO, ZONA CENTRAL. CHULUMANI",BO,LA PAZ ,-67.5276414,-16.4089164
LA PAZ ,27,COPACABANA,Banco Prodem S.A.,AV. 6 DE AGOSTO S/N ENTRE CALLES ORURO Y PANDO,AV. 6 DE AGOSTO S/N ENTRE CALLES ORURO Y PANDO COPACABANA,BO,LA PAZ ,-67.10840530000002,-17.9813294
LA PAZ ,28,CORIPATA,Banco para el Fomento a Iniciativas Económicas S.A.,"Zona Central, Plaza 16 de julio, s/n, esquina mil gradas","Zona Central, Plaza 16 de julio, s/n, esquina mil gradas CORIPATA",BO,LA PAZ ,-68.1084085,-16.5271613
LA PAZ ,29,CORIPATA,Banco Prodem S.A.,PLAZA 16  DE JULIO ESQ. CALLE UNIÓN S/N,PLAZA 16  DE JULIO ESQ. CALLE UNIÓN S/N CORIPATA,BO,LA PAZ ,-68.1084085,-16.5271613
LA PAZ ,30,COROICO,Banco para el Fomento a Iniciativas Económicas S.A.,Calle Pinilla s/n sobre Plaza Principal,Calle Pinilla s/n sobre Plaza Principal COROICO,BO,LA PAZ ,-67.7274848,-16.1889445
LA PAZ ,31,COROICO,Banco Prodem S.A.,CALLE FELIX REYES ORTIZ ESQ. JULIO SUAZO CUENCA FRENTE A LA  PLAZA PRINCIPAL,CALLE FELIX REYES ORTIZ ESQ. JULIO SUAZO CUENCA FRENTE A LA  PLAZA PRINCIPAL COROICO,BO,LA PAZ ,-67.7274848,-16.1889445
LA PAZ ,32,COROICO,Banco Unión S.A.,"Calle Heroes del Chaco s/n, esquina Calle Ayacucho, plaza Manuel Garcia Lanza, zona Noreste.","Calle Heroes del Chaco s/n, esquina Calle Ayacucho, plaza Manuel Garcia Lanza, zona Noreste. COROICO",BO,LA PAZ ,-67.7288125,-16.1941783
LA PAZ ,33,COROICO,CRECER IFD,"Plaza Principal, entre Reyes Ortiz y Julio Zuazo Cuenca S/N","Plaza Principal, entre Reyes Ortiz y Julio Zuazo Cuenca S/N COROICO",BO,LA PAZ ,-67.7288125,-16.1941783
LA PAZ ,34,COROICO,Sembrar Sartawi IFD,Calle Tomás Monje s/n esquina Pasaje Adalid Linares,Calle Tomás Monje s/n esquina Pasaje Adalid Linares COROICO,BO,LA PAZ ,-67.72749639999999,-16.1889798
LA PAZ ,35,DESAGUADERO,Banco Unión S.A.,"Avenida 16 de Julio esquina Avenida Panamericana s/n, zona Noroeste.","Avenida 16 de Julio esquina Avenida Panamericana s/n, zona Noroeste. DESAGUADERO",BO,LA PAZ ,-68.1775804,-16.493817
LA PAZ ,36,DESAGUADERO,Banco Unión S.A.,Av. La Paz esq. Panamericana s/n,Av. La Paz esq. Panamericana s/n DESAGUADERO,BO,LA PAZ ,-68.1558247,-16.4899765
LA PAZ ,37,EL ALTO,Banco Fortaleza S.A.,"Calle Jorge Carrasco No.79 entre calles 4 y 5, Zona 12 de Octubre","Calle Jorge Carrasco No.79 entre calles 4 y 5, Zona 12 de Octubre EL ALTO",BO,LA PAZ ,-68.1632632,-16.5118872
LA PAZ ,38,EL ALTO,Banco Fortaleza S.A.,"Av. Antofagasta No. 558 esq. calle 6, Zona Villa Dolores","Av. Antofagasta No. 558 esq. calle 6, Zona Villa Dolores EL ALTO",BO,LA PAZ ,-68.1603121,-16.5076271
LA PAZ ,39,EL ALTO,Banco Fortaleza S.A.,"Av. Ladislao Cabrera No.15, Zona Villa Bolivar Municipal (cruce Villa Adela)","Av. Ladislao Cabrera No.15, Zona Villa Bolivar Municipal (cruce Villa Adela) EL ALTO",BO,LA PAZ ,-68.1908548,-16.534972
LA PAZ ,40,EL ALTO,Banco Fassil S.A.,"Calle 3 N° 150, entre Avenidas Franco Valle y Jorge Carrasco, zona 12 de Octubre","Calle 3 N° 150, entre Avenidas Franco Valle y Jorge Carrasco, zona 12 de Octubre EL ALTO",BO,LA PAZ ,-68.1629806,-16.5076722
LA PAZ ,41,EL ALTO,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Bolivia No. 1101, Zona Villa Bolívar","Av. Bolivia No. 1101, Zona Villa Bolívar EL ALTO",BO,LA PAZ ,-68.1891031,-16.5358922
LA PAZ ,42,EL ALTO,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Juan Pablo II No. 60, Zona Río Seco","Av. Juan Pablo II No. 60, Zona Río Seco EL ALTO",BO,LA PAZ ,-68.1963913,-16.4932846
LA PAZ ,43,EL ALTO,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Aconcahua No. 8394, Zona Senkata","Av. Aconcahua No. 8394, Zona Senkata EL ALTO",BO,LA PAZ ,-68.2081896,-16.4899474
LA PAZ ,44,EL ALTO,Banco para el Fomento a Iniciativas Económicas S.A.,"Calle Jorge Carrasco No.58, entre calles 3 y 4, Zona 12 de octubre","Calle Jorge Carrasco No.58, entre calles 3 y 4, Zona 12 de octubre EL ALTO",BO,LA PAZ ,-68.1632632,-16.5118872
LA PAZ ,45,EL ALTO,Banco Prodem S.A.,AV. 6 DE MARZO NO 101 ESQUINA CALLE 3,AV. 6 DE MARZO NO 101 ESQUINA CALLE 3 EL ALTO,BO,LA PAZ ,-68.16476589999999,-16.5102208
LA PAZ ,46,EL ALTO,Banco Unión S.A.,"Calle 1, N°1 entre la Calle Franco Valle y Avenida Jorge Carrasco, zona 12 de Octubre.","Calle 1, N°1 entre la Calle Franco Valle y Avenida Jorge Carrasco, zona 12 de Octubre. EL ALTO",BO,LA PAZ ,-68.1642251,-16.5127723
LA PAZ ,47,EL ALTO,Banco Unión S.A.,"A. Juan Pablo II, No. 2885 casi esq. Banzer","A. Juan Pablo II, No. 2885 casi esq. Banzer EL ALTO",BO,LA PAZ ,-68.1845815,-16.4973452
LA PAZ ,48,EL ALTO,Banco Unión S.A.,"Calle 15 N°306 del plan 561,zona Ciudad Satelite.","Calle 15 N°306 del plan 561,zona Ciudad Satelite. EL ALTO",BO,LA PAZ ,-68.1535749,-16.5282264
LA PAZ ,49,EL ALTO,Banco Unión S.A.,"Calle Ladislao Cabrera Nº 1017, cruce Villa Adela, Zona Villa Adela.","Calle Ladislao Cabrera Nº 1017, cruce Villa Adela, Zona Villa Adela. EL ALTO",BO,LA PAZ ,-68.190377,-16.5343315
LA PAZ ,50,EL ALTO,Banco Unión S.A.,"Los Lotes 10A y 10 B s/n manzano B, Urbanización Villa Bolívar D.","Los Lotes 10A y 10 B s/n manzano B, Urbanización Villa Bolívar D. EL ALTO",BO,LA PAZ ,-68.1726142,-16.5249138
LA PAZ ,51,EL ALTO,Banco Unión S.A.,"Carretera La Paz- Oruro esquina Avenida Melchor Urquidi N° 224, zona Senkata.","Carretera La Paz- Oruro esquina Avenida Melchor Urquidi N° 224, zona Senkata. EL ALTO",BO,LA PAZ ,-67.7265034,-17.3402752
LA PAZ ,52,EL ALTO,Banco Unión S.A.,"Calle Sargento Carrasco, esquina Avenida Alfonso Ugarte N°50, zona Ballivian.","Calle Sargento Carrasco, esquina Avenida Alfonso Ugarte N°50, zona Ballivian. EL ALTO",BO,LA PAZ ,-68.17896619999999,-16.4891695
LA PAZ ,53,EL ALTO,Banco Unión S.A.,"Av. 6 de Marzo No. 505 entre 4 y 5, zona 12 de Octubre - El Alto","Av. 6 de Marzo No. 505 entre 4 y 5, zona 12 de Octubre - El Alto EL ALTO",BO,LA PAZ ,-68.16428400000001,-16.5090845
LA PAZ ,54,EL ALTO,Banco Unión S.A.,"Calle 4, esquina Avenida Antofagasta N°1089,zona Villa Dolores.","Calle 4, esquina Avenida Antofagasta N°1089,zona Villa Dolores. EL ALTO",BO,LA PAZ ,-68.1596521,-16.5088835
LA PAZ ,55,EL ALTO,Banco Unión S.A.,"Avenida Juan Pablo II N°2105,esquina Calle Lutero, urbanizacion Rio Seco, Zona Noreste.","Avenida Juan Pablo II N°2105,esquina Calle Lutero, urbanizacion Rio Seco, Zona Noreste. EL ALTO",BO,LA PAZ ,-68.1936758,-16.4946226
LA PAZ ,56,EL ALTO,Banco Unión S.A.,"Avenida Panamericana N# 3024 entre calle Alexander y 16 de Agosto, zona Noroeste","Avenida Panamericana N# 3024 entre calle Alexander y 16 de Agosto, zona Noroeste EL ALTO",BO,LA PAZ ,NA,NA
LA PAZ ,57,EL ALTO,Banco Unión S.A.,"Avenida Bolivia esquina calle 15 N#2204, zona Villa Alemania.","Avenida Bolivia esquina calle 15 N#2204, zona Villa Alemania. EL ALTO",BO,LA PAZ ,NA,NA
LA PAZ ,58,EL ALTO,Banco Unión S.A.,Av. 6 de marzo Km 6 El ALto (carretera a Oruro),Av. 6 de marzo Km 6 El ALto (carretera a Oruro) EL ALTO,BO,LA PAZ ,-68.1658345,-16.512945
LA PAZ ,59,EL ALTO,"Cooperativa de Ahorro y Crédito Abierta ""La Sagrada Familia"" R.L..",Carretera Av. Panamericana Nº 2925 Zona San Roque (casi ex tranca San Roque),Carretera Av. Panamericana Nº 2925 Zona San Roque (casi ex tranca San Roque) EL ALTO,BO,LA PAZ ,-68.2098097,-16.4900281
LA PAZ ,60,EL ALTO,CIDRE IFD,"AV. JORGE CARRASCO Nº 65 ENTRE CALLES 3 Y 4, ZONA 12 DE OCTUBRE - ATENDERÁ DE 7:00 A 12:00","AV. JORGE CARRASCO Nº 65 ENTRE CALLES 3 Y 4, ZONA 12 DE OCTUBRE - ATENDERÁ DE 7:00 A 12:00 EL ALTO",BO,LA PAZ ,-68.2081896,-16.4899474
LA PAZ ,61,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA JUAN PABLO II, ESQ.CALLE SBTTE. JORGE EULERT, Nº 125, ZONA 16 DE JULIO.","AVENIDA JUAN PABLO II, ESQ.CALLE SBTTE. JORGE EULERT, Nº 125, ZONA 16 DE JULIO. EL ALTO",BO,LA PAZ ,-68.1845815,-16.4973452
LA PAZ ,62,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA JUAN PABLO II, NRO. 125, ESQUINA CALLE SUBBTE. JORGE EULERT, ZONA 16 DE JULIO.","AVENIDA JUAN PABLO II, NRO. 125, ESQUINA CALLE SUBBTE. JORGE EULERT, ZONA 16 DE JULIO. EL ALTO",BO,LA PAZ ,-68.19608869999999,-16.4931425
LA PAZ ,63,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA FRANCO VALLE, Nº 900, ENTRE CALLES 5 Y 6 , ZONA 12 DE OCTUBRE","AVENIDA FRANCO VALLE, Nº 900, ENTRE CALLES 5 Y 6 , ZONA 12 DE OCTUBRE EL ALTO",BO,LA PAZ ,-68.1652593,-16.5158676
LA PAZ ,64,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA JUAN PABLO II, Nº60, ZONA RÍO SECO, EX-TRANCA DE RÍO SECO.","AVENIDA JUAN PABLO II, Nº60, ZONA RÍO SECO, EX-TRANCA DE RÍO SECO. EL ALTO",BO,LA PAZ ,-68.2024129,-16.4910876
LA PAZ ,65,EL ALTO,DIACONÍA FRIF - IFD,"CARRETERA A VIACHA, Nº 11, CRUCE DE VILLA ADELA, ZONA VILLA BOLIVAR MUNICIPAL.","CARRETERA A VIACHA, Nº 11, CRUCE DE VILLA ADELA, ZONA VILLA BOLIVAR MUNICIPAL. EL ALTO",BO,LA PAZ ,-68.1908548,-16.534972
LA PAZ ,66,EL ALTO,DIACONÍA FRIF - IFD,"RUTA NACIONAL LA PAZ - ORURO, NRO. 4754, ZONA KENKO PATHA.","RUTA NACIONAL LA PAZ - ORURO, NRO. 4754, ZONA KENKO PATHA. EL ALTO",BO,LA PAZ ,-68.1800398,-16.555092
LA PAZ ,67,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA 8, Nº 648, ENTRE CALLES ""R"" y ""S"", ZONA ESTRELLAS DE BELÉN.","AVENIDA 8, Nº 648, ENTRE CALLES ""R"" y ""S"", ZONA ESTRELLAS DE BELÉN. EL ALTO",BO,LA PAZ ,-68.1872667,-16.4836736
LA PAZ ,68,EL ALTO,DIACONÍA FRIF - IFD,"CARRETERA A VIACHA, Nº 8494, ENTRE PASAJES 2 y 3, ZONA COMPLEMENTACIÓN 6 DE JUNIO","CARRETERA A VIACHA, Nº 8494, ENTRE PASAJES 2 y 3, ZONA COMPLEMENTACIÓN 6 DE JUNIO EL ALTO",BO,LA PAZ ,-68.2921927,-16.6478387
LA PAZ ,69,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA CÍVICA, Nº 985, ESQUINA CALLE 4, ZONA VILLA TEJADA TRIANGULAR.","AVENIDA CÍVICA, Nº 985, ESQUINA CALLE 4, ZONA VILLA TEJADA TRIANGULAR. EL ALTO",BO,LA PAZ ,-68.1606441,-16.5290487
LA PAZ ,70,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA SUCRE, Nº 7, ENTRE LAS CALLES 21 Y 3 DE MAYO, ZONA HUAYNA POTOSÍ.","AVENIDA SUCRE, Nº 7, ENTRE LAS CALLES 21 Y 3 DE MAYO, ZONA HUAYNA POTOSÍ. EL ALTO",BO,LA PAZ ,-65.2592128,-19.035345
LA PAZ ,71,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA PANAMERICANA, Nº 3174, ESQUINA CALLE GENERAL JUAN JOSÉ TÓRREZ, CARRETERA A COPACABANA, ZONA SAN ROQUE,","AVENIDA PANAMERICANA, Nº 3174, ESQUINA CALLE GENERAL JUAN JOSÉ TÓRREZ, CARRETERA A COPACABANA, ZONA SAN ROQUE, EL ALTO",BO,LA PAZ ,-68.1774775,-16.4824048
LA PAZ ,72,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA ALFONSO UGARTE, Nº 95, ENTRE CALLES PABÓN Y CHACÓN, ZONA BALLIVIAN.","AVENIDA ALFONSO UGARTE, Nº 95, ENTRE CALLES PABÓN Y CHACÓN, ZONA BALLIVIAN. EL ALTO",BO,LA PAZ ,-68.1743958,-16.4977814
LA PAZ ,73,EL ALTO,DIACONÍA FRIF - IFD,"CARRETERA A VIACHA, Nº 1038, ENTRE CALLES 14 y 15, ZONA ""INTI"" SAN MARTÍN DE PORRES
","CARRETERA A VIACHA, Nº 1038, ENTRE CALLES 14 y 15, ZONA ""INTI"" SAN MARTÍN DE PORRES
 EL ALTO",BO,LA PAZ ,-68.2921927,-16.6478387
LA PAZ ,74,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA 6 DE MARZO, Nº 5705, CASI ESQUINA AVENIDA PRADOS DEL NORTE, ZONA MODELO, VENTILLA.","AVENIDA 6 DE MARZO, Nº 5705, CASI ESQUINA AVENIDA PRADOS DEL NORTE, ZONA MODELO, VENTILLA. EL ALTO",BO,LA PAZ ,-68.1658345,-16.512945
LA PAZ ,75,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA LITORAL, Nº 1016, ENTRE CALLES KANA WILKI Y VILUYO, ZONA COSMOS 79","AVENIDA LITORAL, Nº 1016, ENTRE CALLES KANA WILKI Y VILUYO, ZONA COSMOS 79 EL ALTO",BO,LA PAZ ,-68.2314813,-16.5352542
LA PAZ ,76,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA LITORAL, Nº 26, LOTE Nº 4-A, MNZO. 1036, CASI ESQ. CARRETERA VIACHA, Z. ASUNCIÓN SAN PEDRO.","AVENIDA LITORAL, Nº 26, LOTE Nº 4-A, MNZO. 1036, CASI ESQ. CARRETERA VIACHA, Z. ASUNCIÓN SAN PEDRO. EL ALTO",BO,LA PAZ ,-68.1977265,-16.5427946
LA PAZ ,77,EL ALTO,DIACONÍA FRIF - IFD,"CARRETERA A COPACABANA, Nº 4925, CASI ESQ. AV. SIMÓN BOLIVAR, ZONA BAUTISTA SAAVEDRA U.V.""E""","CARRETERA A COPACABANA, Nº 4925, CASI ESQ. AV. SIMÓN BOLIVAR, ZONA BAUTISTA SAAVEDRA U.V.""E"" EL ALTO",BO,LA PAZ ,-68.2081896,-16.4899474
LA PAZ ,78,EL ALTO,DIACONÍA FRIF - IFD,"AVENIDA BUENOS AIRES, Nº 5014, CASI ESQUINA AVENIDA FRANZ TAMAYO, (CARRETERA A LAJA)","AVENIDA BUENOS AIRES, Nº 5014, CASI ESQUINA AVENIDA FRANZ TAMAYO, (CARRETERA A LAJA) EL ALTO",BO,LA PAZ ,-68.1405772,-16.5339539
LA PAZ ,79,EL ALTO,IDEPRO IFD,Avenida Alfonso Ugarte entre calle Pascoe y calle J. Arzabe No.83 Galería Márquez  Zona 16 de Julio,Avenida Alfonso Ugarte entre calle Pascoe y calle J. Arzabe No.83 Galería Márquez  Zona 16 de Julio EL ALTO,BO,LA PAZ ,-68.1743958,-16.4977814
LA PAZ ,80,EL ALTO,IDEPRO IFD,"Urbanización Litoral Senkata, Avenida Melchor Urquidi No. 1005","Urbanización Litoral Senkata, Avenida Melchor Urquidi No. 1005 EL ALTO",BO,LA PAZ ,-68.18512609999999,-16.5814651
LA PAZ ,81,EL ALTO,Fundación Pro Mujer IFD,"Av. del Arquitecto N° 20, Zona Urbanización Ferropetrol o Boris Bánzer","Av. del Arquitecto N° 20, Zona Urbanización Ferropetrol o Boris Bánzer EL ALTO",BO,LA PAZ ,-68.16716650000001,-16.5035989
LA PAZ ,82,EL ALTO,FUBODE IFD,Av. Civica No 50 entre Calle 9 y 10 de Villa Tejada Triangular,Av. Civica No 50 entre Calle 9 y 10 de Villa Tejada Triangular EL ALTO,BO,LA PAZ ,-68.1598868,-16.5244079
LA PAZ ,83,EL ALTO,Banco PYME Ecofuturo S.A.,Calle 3 Nº 1304 Zona 12 de octubre,Calle 3 Nº 1304 Zona 12 de octubre EL ALTO,BO,LA PAZ ,-68.1632632,-16.5118872
LA PAZ ,84,EL ALTO,La Primera Entidad Financiera de Vivienda,Av. Raúl Salmon de la Barra No. 24 Ciudad de El Alto,Av. Raúl Salmon de la Barra No. 24 Ciudad de El Alto EL ALTO,BO,LA PAZ ,-68.2211517,-16.5648962
LA PAZ ,85,ESCOMA,Banco PYME Ecofuturo S.A.,Plaza Principal s/n (lado Hosp. Aymara) - ATENDERÁ LOS LUNES Y MIÉRCOLES,Plaza Principal s/n (lado Hosp. Aymara) - ATENDERÁ LOS LUNES Y MIÉRCOLES ESCOMA,BO,LA PAZ ,-69.12924079999999,-15.6611184
LA PAZ ,86,GUANAY,Banco Prodem S.A.,PLAZA GUALBERTO VILLARROEL CALLE RURRENABAQUE S/N,PLAZA GUALBERTO VILLARROEL CALLE RURRENABAQUE S/N GUANAY,BO,LA PAZ ,-67.5350917,-14.4296108
LA PAZ ,87,GUANAY,Banco Unión S.A.,Calle Coroico N°15 frente a la Plazuela 6 de Agosto zona Noroeste.,Calle Coroico N°15 frente a la Plazuela 6 de Agosto zona Noroeste. GUANAY,BO,LA PAZ ,-67.7288125,-16.1941783
LA PAZ ,88,GUAQUI,DIACONÍA FRIF - IFD,"AV. BALLIVIÁN, S/N, PLAZA PRINCIPAL, FRENTE A LA ALCALDÍA MUNICIPAL, PUERTO DE GUAQUI.","AV. BALLIVIÁN, S/N, PLAZA PRINCIPAL, FRENTE A LA ALCALDÍA MUNICIPAL, PUERTO DE GUAQUI. GUAQUI",BO,LA PAZ ,-68.0828301,-16.538812
LA PAZ ,89,IRUPANA,Banco Prodem S.A.,CALLE BOLÍVAR N°111 ESQUINA PLAZA VICTORIO LANZA,CALLE BOLÍVAR N°111 ESQUINA PLAZA VICTORIO LANZA IRUPANA,BO,LA PAZ ,-67.4547887,-16.4659842
LA PAZ ,90,IXIAMAS,DIACONÍA FRIF - IFD,"AV. LA PAZ, S/N, ENTRE CALLES STA CRUZ Y COBIJA, LOTE Nº5, MNZO.Nº4, BARRIO MACARANI.","AV. LA PAZ, S/N, ENTRE CALLES STA CRUZ Y COBIJA, LOTE Nº5, MNZO.Nº4, BARRIO MACARANI. IXIAMAS",BO,LA PAZ ,-68.11929359999999,-16.489689
LA PAZ ,91,JESÚS DE MACHACA,DIACONÍA FRIF - IFD,"PLAZA FRANCO GUACHALLA, S/N, CALLE CORO CORO, FRENTE A LA IGLESIA JESÚS DE MACHACA.","PLAZA FRANCO GUACHALLA, S/N, CALLE CORO CORO, FRENTE A LA IGLESIA JESÚS DE MACHACA. JESÚS DE MACHACA",BO,LA PAZ ,-68.453743,-17.17235
LA PAZ ,92,LA ASUNTA,Banco Prodem S.A.,AV. RENÉ BARRIENTOS S/N ESQ.CALLE 1º DE ENERO ZONA EL PROGRESO,AV. RENÉ BARRIENTOS S/N ESQ.CALLE 1º DE ENERO ZONA EL PROGRESO LA ASUNTA,BO,LA PAZ ,-67.19689679999999,-16.1254848
LA PAZ ,93,LA PAZ,Banco Fortaleza S.A.,"Av. 16 de Julio No. 1440, Zona Central","Av. 16 de Julio No. 1440, Zona Central LA PAZ",BO,LA PAZ ,-68.1331608,-16.5011632
LA PAZ ,94,LA PAZ,Banco Fortaleza S.A.,"Av. Las Américas No. 353, Zona Villa Fatima","Av. Las Américas No. 353, Zona Villa Fatima LA PAZ",BO,LA PAZ ,-68.1186626,-16.4759407
LA PAZ ,95,LA PAZ,Banco Fortaleza S.A.,"Calle 21 Edf. Guadalupe No. 8265, Zona Sur","Calle 21 Edf. Guadalupe No. 8265, Zona Sur LA PAZ",BO,LA PAZ ,-68.0773355,-16.5425958
LA PAZ ,96,LA PAZ,Banco Fassil S.A.,"Avenida 16 de Julio N° 1642, zona El Prado","Avenida 16 de Julio N° 1642, zona El Prado LA PAZ",BO,LA PAZ ,-68.1324277,-16.5025335
LA PAZ ,97,LA PAZ,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Las Américas No. 205 esquina Puente Villa (frente al Shopping La Cumbre), Zona de Villa Fátima","Av. Las Américas No. 205 esquina Puente Villa (frente al Shopping La Cumbre), Zona de Villa Fátima LA PAZ",BO,LA PAZ ,-68.1186626,-16.4759407
LA PAZ ,98,LA PAZ,Banco para el Fomento a Iniciativas Económicas S.A.,"Calle 17 de Obrajes esquina Calle 14 de Septiembre, Edificio Club Bolívar 1er Piso, local 6 y 7.","Calle 17 de Obrajes esquina Calle 14 de Septiembre, Edificio Club Bolívar 1er Piso, local 6 y 7. LA PAZ",BO,LA PAZ ,-68.1299168,-16.5047667
LA PAZ ,99,LA PAZ,Banco para el Fomento a Iniciativas Económicas S.A.,"Calle General Gonzáles N° 1272, entre Almirante Grau y Belzu, zona San Pedro","Calle General Gonzáles N° 1272, entre Almirante Grau y Belzu, zona San Pedro LA PAZ",BO,LA PAZ ,-68.136752,-16.501677
LA PAZ ,100,LA PAZ,Banco Prodem S.A.,AV. CAMACHO ESQ. COLÓN No. 2277,AV. CAMACHO ESQ. COLÓN No. 2277 LA PAZ,BO,LA PAZ ,-68.1325931,-16.4996858
LA PAZ ,101,LA PAZ,Banco Unión S.A.,"Calle Jose Aguirre Achá N° 8484 – Calle 21, esquina Jose Maria Zalles, zona de Calacoto","Calle Jose Aguirre Achá N° 8484 – Calle 21, esquina Jose Maria Zalles, zona de Calacoto LA PAZ",BO,LA PAZ ,-68.07705179999999,-16.5447114
LA PAZ ,102,LA PAZ,Banco Unión S.A.,Calle Hugo Estrada # 80 esq. Guerrilleros Lanza,Calle Hugo Estrada # 80 esq. Guerrilleros Lanza LA PAZ,BO,LA PAZ ,NA,NA
LA PAZ ,103,LA PAZ,Banco Unión S.A.,"Plaza Isabel La católica 2479, zona Sopocachi.","Plaza Isabel La católica 2479, zona Sopocachi. LA PAZ",BO,LA PAZ ,-68.12424659999999,-16.50919
LA PAZ ,104,LA PAZ,Banco Unión S.A.,Av. Buenos Aires # 572,Av. Buenos Aires # 572 LA PAZ,BO,LA PAZ ,NA,NA
LA PAZ ,105,LA PAZ,Banco Unión S.A.,"Avenida 16 de Julio N° 1544, zona Central.","Avenida 16 de Julio N° 1544, zona Central. LA PAZ",BO,LA PAZ ,-68.1330979,-16.5015547
