Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN.SOCIAL.CONCENTRADOR,RAZÓN.SOCIAL.IFI,RAZÓN.SOCIAL.AGENCIA,NOMBRE.AGENCIA,TIPO.AGENCIA,DIRECCIÓN,admin_area,country,ubicacion_aproximada,query_address,lon,lat
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GRANDA AYABACA DIANA MARIA,IATEC ASESORIAS,CNB,BUENAVISTA Y 11AVA C NORTE,EL ORO,EC,FALSE,"BUENAVISTA Y 11AVA C NORTE, MACHALA, MACHALA",-79.9476385,-3.2539308
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MOLINA RIQUELME JOSE GERMAN,LA TIENDA DEL CELULAR 2,CNB,PASAJE V-603 Y GUAYAS,EL ORO,EC,FALSE,"PASAJE V-603 Y GUAYAS, MACHALA, MACHALA",-79.9579809,-3.2572825
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MENDOZA ALVARADO JOHANNA MARIBEL,VIDEO MUNDO,CNB,JUNIN Y AV. PICHINCHA,EL ORO,EC,FALSE,"JUNIN Y AV. PICHINCHA, MACHALA, MACHALA",-79.9594295,-3.2624625
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SANCHEZ SUAREZ FREDDY JOHN BOLIVAR,COMERCIAL SANCHEZ,CNB,TARQUI V - 1404 Y BOYACA,EL ORO,EC,FALSE,"TARQUI V - 1404 Y BOYACA, MACHALA, MACHALA",-79.9522594,-3.2568094
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGILA PINZON EDIN TOMAS,TECNICELL,CNB,AV SUCRE V 316 Y GUAYAS,EL ORO,EC,FALSE,"AV SUCRE V 316 Y GUAYAS, MACHALA, MACHALA",-79.9597885,-3.2564594
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MONTOYA APONTE FANNY MARGARITA,NOVEDADES DE FANNY,CNB,10MA SUR B Y 18AVA OESTE,EL ORO,EC,FALSE,"10MA SUR B Y 18AVA OESTE, MACHALA, MACHALA",-79.97636899999999,-3.2584802
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PLACENCIA AREVALO ALEXANDRA MARISOL,NOVEDADES ALEXANDRA 3,CNB,6TA NORTE B Y BUENAVISTA,EL ORO,EC,FALSE,"6TA NORTE B Y BUENAVISTA, MACHALA, MACHALA",-79.9515797,-3.2587329
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR AGUIRRE ANA NATALIA,TECHNO CYBER,CNB,AV 25 DE JUNIO E/GUAYAQUIL Y PORTOVIEJO,EL ORO,EC,FALSE,"AV 25 DE JUNIO E/GUAYAQUIL Y PORTOVIEJO, MACHALA, MACHALA",-79.94899079999999,-3.2680067
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR DAVILA KAREN YADIRA,CYBER CAFÉ CV,CNB,NAPOLEON MERA E PICHINCHA Y ARIZAGA,EL ORO,EC,FALSE,"NAPOLEON MERA E PICHINCHA Y ARIZAGA, MACHALA, MACHALA",-79.9559143,-3.2660213
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,INTEGRAL PLUS AGENCIA DE VIAJES CIA LTDA,INTEGRAL PLUS,CNB,ARIZAGA E/JUAN MONTALVO Y 9 DE MAYO,EL ORO,EC,FALSE,"ARIZAGA E/JUAN MONTALVO Y 9 DE MAYO, MACHALA, MACHALA",-79.96097019999999,-3.2622382
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BRITO AREVALO JENNY MARGARITA,TIENDA JENNY,CNB,GUAYAS E/ BOYACA Y GUABO,EL ORO,EC,FALSE,"GUAYAS E/ BOYACA Y GUABO, MACHALA, MACHALA",-79.95757789999999,-3.2561039
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BONIFAZ BARREZUETA LISSETTE ANABELL,ZOE MAJOS CELL,CNB,ayacucho arizaga y general serrano,EL ORO,EC,FALSE,"ayacucho arizaga y general serrano, MACHALA, MACHALA",-79.9629968,-3.2602608
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MOCHA TORRES CAROL LISSETT,BAZAR Y LIBRERIA INTELECTUAL,CNB,CDLA LAS BRISAS MZ D6 VILLA 10,EL ORO,EC,FALSE,"CDLA LAS BRISAS MZ D6 VILLA 10, MACHALA, MACHALA",-79.9463189,-3.2699977
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,TORRES CUENCA MARTHA ESPERANZA,TIENDA Y CYBER NINIKA,CNB,COLON Y 14AVA NORTE A 100 M DEL COLEGIO,EL ORO,EC,FALSE,"COLON Y 14AVA NORTE A 100 M DEL COLEGIO, MACHALA, MACHALA",-79.97275929999999,-3.2473536
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR DAVILA KAREN YADIRA,CYBER CAFÉ CV 2,CNB,URBANIZACION CIUDAD VERDE EN EL AREA COM,EL ORO,EC,FALSE,"URBANIZACION CIUDAD VERDE EN EL AREA COM, MACHALA, MACHALA",-79.9297637,-3.2844669
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MOREIRA SALTOS NIXON MARK,ADONAI,CNB,ROCAFUERTE E/ NAPOLEON MERA Y BUENAVISTA,EL ORO,EC,FALSE,"ROCAFUERTE E/ NAPOLEON MERA Y BUENAVISTA, MACHALA, MACHALA",-79.95442750000001,-3.263727
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,LOAYZA ESPINOZA ILLEANA MARIUXI,HELADERIA SWEET TIME,CNB,CDLA LAS BRISAS MZ A12 JUNTO AL HOSTAL E,EL ORO,EC,FALSE,"CDLA LAS BRISAS MZ A12 JUNTO AL HOSTAL E, MACHALA, MACHALA",-79.9600988,-3.257651
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLALTA MARTINEZ NARCISA PILAR,BAZAR NARCISA,CNB,10 NORTE 1305 E/ AYACUCHO Y STA ROSA,EL ORO,EC,FALSE,"10 NORTE 1305 E/ AYACUCHO Y STA ROSA, MACHALA, MACHALA",-79.9584606,-3.2554504
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLA GALLEGOS JOHANNA OLIMPIA,"UTILES ESCOLARES ""MINI BAZAR""",CNB, GRAN COLOMBIA 1620 E/ 6TA Y EL CISNE,EL ORO,EC,FALSE," GRAN COLOMBIA 1620 E/ 6TA Y EL CISNE, MACHALA, MACHALA",-79.9634062,-3.2545537
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SALAZAR PENARANDA JUDITH MARIA,NOVEDADES JUDITH,CNB,GRAL MANUEL SERRANO E/ JUNIN Y 9 DE MAYO,EL ORO,EC,FALSE,"GRAL MANUEL SERRANO E/ JUNIN Y 9 DE MAYO, MACHALA, MACHALA",-79.96081099999999,-3.2637123
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PLAZA REALPE ITALO ANIBAL,CIBER JAIR,CNB,NAPOLEON MERA E/BOLIVAR Y PICHINCHA,EL ORO,EC,FALSE,"NAPOLEON MERA E/BOLIVAR Y PICHINCHA, MACHALA, MACHALA",-79.95505969999999,-3.2646811
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SANTILLAN CHAVEZ KERLY JACQUELINE,GEOX.NET,CNB,AV LAS PALMERAS Y MARCEL LANIADO EN CC L,EL ORO,EC,FALSE,"AV LAS PALMERAS Y MARCEL LANIADO EN CC L, MACHALA, MACHALA",-79.9583944,-3.2509878
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,LEON SANTANDER EDGAR ADRIAN,LETCON,CNB,CALLE AMBROSIO GUMAL E/JUNIN Y TARQUI,EL ORO,EC,FALSE,"CALLE AMBROSIO GUMAL E/JUNIN Y TARQUI, MACHALA, MACHALA",-79.9629515,-3.2658174
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR APOLO EDISON ROBERTO,CABINAS TANIA,CNB,ROCAFUERTE Y TARQUI,EL ORO,EC,FALSE,"ROCAFUERTE Y TARQUI, MACHALA, MACHALA",-79.95691289999999,-3.2615656
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BENALCAZAR TELLO DIANA ESMERALDA,TIENDA LA CURVA,CNB,FLORIDA SECTOR 6 CALLE RODOLFO AGUILERA,EL ORO,EC,FALSE,"FLORIDA SECTOR 6 CALLE RODOLFO AGUILERA, MACHALA, MACHALA",-79.96285200000001,-3.2781741
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,LARGO OCHOA JONATHAN FRANCISCO,TIENDA JV,CNB,"BARRIO NUEVO PILO CALLE 1ERA ESTE ""A"" MZ",EL ORO,EC,TRUE,"MACHALA, MACHALA",-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,RIOFRIO SALINAS DOLORES MARGARITA,BAZAR Y PAPELERIA M&E,CNB,BARRIO VENEZUELA MZ 3D JOSE BORJA Y 21AV,EL ORO,EC,FALSE,"BARRIO VENEZUELA MZ 3D JOSE BORJA Y 21AV, MACHALA, MACHALA",-79.965335,-3.2745539
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VEGA TORRES MARTHA MARIA,TIENDA MARTHITA,CNB,URBANIZACION PUERTAS DEL SOL VIA BALOSA,EL ORO,EC,FALSE,"URBANIZACION PUERTAS DEL SOL VIA BALOSA, MACHALA, MACHALA",-79.95752399999999,-3.296418
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BARAHONA CARPIO BLANCA ESMERALDA,COPYCOM FO,CNB,MANUEL SERRANO Y 9 DE MAYO,EL ORO,EC,FALSE,"MANUEL SERRANO Y 9 DE MAYO, MACHALA, MACHALA",-79.96205929999999,-3.2625387
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ZAPATA HERAS ANGELA MERCY,TIENDA ANGELITA,CNB,2DA SUR A Y 24AVA OESTE,EL ORO,EC,FALSE,"2DA SUR A Y 24AVA OESTE, MACHALA, MACHALA",-79.94109399999999,-3.261906
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ZAMORA PULLA MELBA JANETH,MIAMI 3 COSMETICOS EN GENERAL,CNB,AV MANUEL SERRANO V-921 Y TARQUI,EL ORO,EC,FALSE,"AV MANUEL SERRANO V-921 Y TARQUI, MACHALA, MACHALA",-79.9565327,-3.2670467
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ARMAS SANTAMARIA MAYRA ELIZABETH,PAPELERIA Y BAZAR MAYRA,CNB,BARRIO URSEZA 3 Y CALLE 2 ATRÁS DEL COLE,EL ORO,EC,FALSE,"BARRIO URSEZA 3 Y CALLE 2 ATRÁS DEL COLE, MACHALA, MACHALA",-79.9467134,-3.2702779
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MEDINA AGUILAR JUSTO NILSON,HAPPY CELL,CNB,9 DE MAYO Y AV PICHINCHA,EL ORO,EC,FALSE,"9 DE MAYO Y AV PICHINCHA, MACHALA, MACHALA",-79.9608013,-3.2610715
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GALLARDO ASANZA GUIDO FERNANDO,NEGOCIOS GALLARDO,CNB,9 DE MAYO Y HECTOR CHICA,EL ORO,EC,FALSE,"9 DE MAYO Y HECTOR CHICA, MACHALA, MACHALA",-79.96601609999999,-3.2667744
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CASTILLO PERALTA CARLOS ANDRES,TIENDA ANDRIU,CNB,9 DE MAYO Y AV MARCEL LANIADO,EL ORO,EC,FALSE,"9 DE MAYO Y AV MARCEL LANIADO, MACHALA, MACHALA",-79.9546272,-3.2544124
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,JIMENEZ MARTINEZ MARIA MARLENE,TIENDA EL GATO,CNB,GUAYAS Y 8VA NORTE B,EL ORO,EC,FALSE,"GUAYAS Y 8VA NORTE B, MACHALA, MACHALA",-79.95421809999999,-3.2527313
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ROMAN ROMERO JORGE GUIBERTO,ALMACEN EL CONSTRUCTOR,CNB,AV FULTON FRANCO C V-710 Y AV SIMON BOLI,EL ORO,EC,FALSE,"AV FULTON FRANCO C V-710 Y AV SIMON BOLI, MACHALA, MACHALA",-79.97083289999999,-3.2559693
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PALADINEZ MONCADA MARIA DOCINDA,FERRETERIA Y ALGO MAS EMMANUEL,CNB,BARRIO LOS CEIBOS AV CIRCUNVALACION SU,EL ORO,EC,FALSE,"BARRIO LOS CEIBOS AV CIRCUNVALACION SU, MACHALA, MACHALA",-79.975396,-3.2525421
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SOLORZANO MACIAS RINA ELIZABETH,MINI MARKET ELIZABETH,CNB,AV KLEBER FRANCO C Y AYACUCHO,EL ORO,EC,FALSE,"AV KLEBER FRANCO C Y AYACUCHO, MACHALA, MACHALA",-79.9564819,-3.25424
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ESPINOSA CRIOLLO CARLOS MANUEL,CENTRO DE COPIADO DIVINO NIÑO,CNB,JUAN MONTALVO V-2709 Y AV SAN MARTIN,EL ORO,EC,FALSE,"JUAN MONTALVO V-2709 Y AV SAN MARTIN, MACHALA, MACHALA",-79.9631414,-3.2647545
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BARROS VEGA JESSY CAROLINA,PAPELERIA EDUCAR,CNB,8VA SUR B Y SIMON FERNANDEZ J,EL ORO,EC,FALSE,"8VA SUR B Y SIMON FERNANDEZ J, MACHALA, MACHALA",-79.97183559999999,-3.2620638
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AREVALO GRANJA MIOZZOTTY NARCISA,FERRETERIA MIO,CNB,AV BOLIVAR MADERO VARGAS 0 24AVA OEST,EL ORO,EC,FALSE,"AV BOLIVAR MADERO VARGAS 0 24AVA OEST, MACHALA, MACHALA",-79.97163359999999,-3.2532815
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PARDO PINTADO JENNY JACQUELINE,TIENDA LUIS ELIAN,CNB,17 DE SEPTIEMBRE 0 27 DE OCTUBRE,EL ORO,EC,FALSE,"17 DE SEPTIEMBRE 0 27 DE OCTUBRE, MACHALA, MACHALA",-79.96718109999999,-3.2547824
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,DIAZ CORDOVA MANUEL ANTONIO,FARMACIA LA SALUD,CNB,BOYACA 0 SANTA ROSA,EL ORO,EC,FALSE,"BOYACA 0 SANTA ROSA, MACHALA, MACHALA",-79.95697609999999,-3.2567992
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PACHECO CALLE LUIS ENRIQUE,TIENDA ROSITA,CNB,NOVENA SUR 0 E SEXTA Y SÉPTIMA OESTE,EL ORO,EC,FALSE,"NOVENA SUR 0 E SEXTA Y SÉPTIMA OESTE, MACHALA, MACHALA",-79.96126269999999,-3.2502004
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ROMAN CABRERA JOSSEPH ELADIO,FORMAX SPORTS,CNB,PAEZ 0 BOYACA Y GUABO,EL ORO,EC,FALSE,"PAEZ 0 BOYACA Y GUABO, MACHALA, MACHALA",-79.95301780000001,-3.2560922
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CAMPOVERDE QUISHPE MARIA DEL CISNE,NOVEDADES JHON EDWARD,CNB,CDLA ALCIDES PESANTEZ VILLA 17 CIRCUNV,EL ORO,EC,FALSE,"CDLA ALCIDES PESANTEZ VILLA 17 CIRCUNV, MACHALA, MACHALA",-79.9653277,-3.2706882
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CRUZ CHAVEZ GISSELA ILIANA,MUELLE GISSEL 2,CNB,ESTERO HUAYLA 0 JUNIN,EL ORO,EC,TRUE,"MACHALA, MACHALA",-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CHAMBA GUERRERO MONICA PATRICIA,COMPUNORT,CNB,GUAYAS 0 ONCEAVA NORTE,EL ORO,EC,FALSE,"GUAYAS 0 ONCEAVA NORTE, MACHALA, MACHALA",-79.9539143,-3.2523941
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CASTILLO PALADINES MARIA EUGENIA,TIENDA Y BAZAR EMMANUEL,CNB,CIRCUNVALACIÓN SUR 0 AV DE LAS AMERICAS,EL ORO,EC,FALSE,"CIRCUNVALACIÓN SUR 0 AV DE LAS AMERICAS, MACHALA, MACHALA",-79.94109399999999,-3.261906
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ZUNIGA REYES ANGEL MARTIN,TIENDA PEPITO,CNB,QUINTA NORTE 233 E JORGE MURILLO Y 23 DE,EL ORO,EC,FALSE,"QUINTA NORTE 233 E JORGE MURILLO Y 23 DE, MACHALA, MACHALA",-79.9649343,-3.2522264
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AYALA LOAYZA LIDA PIEDAD,MINIMARKET BARCELONA,CNB,CATORCEAVA OESTE 0 MANUEL ESTOMBA,EL ORO,EC,FALSE,"CATORCEAVA OESTE 0 MANUEL ESTOMBA, MACHALA, MACHALA",-79.9609881,-3.2658237
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ROJAS RAMIREZ CECILIA CUMANDA,TIENDA ALEX Y AMY,CNB,HÉCTOR CHICA 0 NOVENA OESTE,EL ORO,EC,FALSE,"HÉCTOR CHICA 0 NOVENA OESTE, MACHALA, MACHALA",-79.97012389999999,-3.263183
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CARCHIPULLA GUAMAN JOSE RODRIGO,MARKET JC,CNB,COLON 0 E/ OCTAVA Y NOVENA NORTE,EL ORO,EC,FALSE,"COLON 0 E/ OCTAVA Y NOVENA NORTE, MACHALA, MACHALA",-79.97001279999999,-3.2601745
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,DOMINGUEZ CHILLOGALLI MARITZA DEL PILAR,FARMACIA EL CONDOR,CNB,NUEVE DE MAYO  S/N AV LAS AMERICAS,EL ORO,EC,FALSE,"NUEVE DE MAYO   AV LAS AMERICAS, MACHALA, MACHALA",-79.958637,-3.2580197
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ORDONEZ MARQUEZ DANNY MAURICIO,CYBER INTERACTIVO,CNB,10 DE AGOSTO 0 NOVENA NORTE,EL ORO,EC,FALSE,"10 DE AGOSTO 0 NOVENA NORTE, MACHALA, MACHALA",-79.948287,-3.2601422
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,JACOME VILLACRES STEFANY LISSETH,DESPENSA HAAAAKIIII,CNB,AV DE LAS PALMERAS 0 AV MANUEL ESTOMBA,EL ORO,EC,FALSE,"AV DE LAS PALMERAS 0 AV MANUEL ESTOMBA, MACHALA, MACHALA",-79.9633353,-3.2569297
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ARIAS AGUILAR DIEGO ARMANDO,FANDIE,CNB,OLMEDO 0 TARQUI Y JUNIN,EL ORO,EC,FALSE,"OLMEDO 0 TARQUI Y JUNIN, MACHALA, MACHALA",-79.9564137,-3.2599115
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,JIMENEZ CANAR GERMANIA HERMANDINA,MINIMARKET WILLIAMS,CNB,BUENAVISTA 2712 E BOLIVAR Y DR COLÓN,EL ORO,EC,FALSE,"BUENAVISTA 2712 E BOLIVAR Y DR COLÓN, MACHALA, MACHALA",-79.9544282,-3.2612073
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,LOAYZA FEIJOO BLANCA MARISOL,TIENDA ARMANA,CNB,AV FERROVIARIA 0 PRIMERA Y SEGUNDA ESTE,EL ORO,EC,FALSE,"AV FERROVIARIA 0 PRIMERA Y SEGUNDA ESTE, MACHALA, MACHALA",-79.895188,-3.2896166
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR CAMACHO FREDDY GUILLERMO,MINIMARKET JEWS,CNB,VEINTICINCO DE JUNIO 0 ONCEAVA OESTE,EL ORO,EC,FALSE,"VEINTICINCO DE JUNIO 0 ONCEAVA OESTE, MACHALA, MACHALA",-79.9523968,-3.2649958
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ORDONEZ RIOS SHIRLEY MIREYA,DISTRIBUIDORA SORIOS,CNB,BOYACA 0 NUEVE DE MAYO Y GUAYAS,EL ORO,EC,FALSE,"BOYACA 0 NUEVE DE MAYO Y GUAYAS, MACHALA, MACHALA",-79.95697609999999,-3.2567992
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CORREA MAZA VICTOR ANDRES,TIENDA MADELEY,CNB,EL CISNE CALLE SÉPTIMA OESTE 0 KL,EL ORO,EC,FALSE,"EL CISNE CALLE SÉPTIMA OESTE 0 KL, MACHALA, MACHALA",-79.9621779,-3.2510302
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GUTIERREZ CHAMBA YADIRA FRANCISCA,BAZAR FRANCHY,CNB,PASAJE 0 CATORCEAVA NORTE,EL ORO,EC,FALSE,"PASAJE 0 CATORCEAVA NORTE, MACHALA, MACHALA",-79.9624163,-3.2530938
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,JIMENEZ VELEZ SOCORRO EPIFANIA,MULTINEGOCIOS LOS HIJOS MIOS,CNB,TARQUI 0 ONCEAVA NORTE,EL ORO,EC,FALSE,"TARQUI 0 ONCEAVA NORTE, MACHALA, MACHALA",-79.9522594,-3.2568094
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ALAVA CANDO MIRIAM INES,CENTRO DE COPIADO ATG,CNB,GENERAL SERRANO 0 AYACUCHO,EL ORO,EC,FALSE,"GENERAL SERRANO 0 AYACUCHO, MACHALA, MACHALA",-79.9605484,-3.257812
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VARGAS VARGAS DAMIAN ALBERTO,CYBER JAIR,CNB,COLON 0 OLMEDO ESQUINA,EL ORO,EC,FALSE,"COLON 0 OLMEDO ESQUINA, MACHALA, MACHALA",-79.9553801,-3.2600373
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PAZ ROSA ANGELICA,ROSS ANGELL,CNB,9 DE MAYO 0 OCTAVA C NORTE,EL ORO,EC,FALSE,"9 DE MAYO 0 OCTAVA C NORTE, MACHALA, MACHALA",-79.9614742,-3.2617406
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,FEIJOO AGUILAR JOHANNA CLEMENCIA,BAZAR Y NOVEDADES JOHANNA,CNB,GUAYACANES 0 OCTAVA ESTE,EL ORO,EC,FALSE,"GUAYACANES 0 OCTAVA ESTE, MACHALA, MACHALA",-79.94109399999999,-3.261906
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AJILA MERCI ALEXANDRA,CYBER SALINAS,CNB,BOLIVAR 0 JUAN MONTALVO,EL ORO,EC,FALSE,"BOLIVAR 0 JUAN MONTALVO, MACHALA, MACHALA",-79.9594116,-3.2605274
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,JARAMILLO GALLARDO WILMAN EFREN,MINIMARKET JOSELYN,CNB,BABAHOYO 736 E/ QUITO Y CUENCA,EL ORO,EC,FALSE,"BABAHOYO 736 E/ QUITO Y CUENCA, MACHALA, MACHALA",-79.94925169999999,-3.2666959
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PACCHA TAMAY JULIO GONZALO,EL PORVENIR,CNB,GUAYAS 1212 MARCEL LANIADO Y KLEBER FRAN,EL ORO,EC,FALSE,"GUAYAS 1212 MARCEL LANIADO Y KLEBER FRAN, MACHALA, MACHALA",-79.9520422,-3.2578609
